,estaba,empeso,empezo,arriba,ermano,estava,escula,ultimo,ermana,andaba,espero,enpeso,estado,ortega,espana,alguna,alluda,ermoso,encima,alguno,arbole,olvido,enseno,ultima,espera,arriva,esposo,entero,angela,escela,esposa,antojo,espejo,ensima,estubo,anparo,argona,arturo,estela,ensena,estuvo,estufa,estada,albina,alrato,enpezo,alcala,escoba,arribo,ordeno,octave,alvaro,abrigo,espuma,objeto,echaba,enjugo,oscura,achupe,alzate,ogrado,untimo,anhelo,estuco,arjona,escena,antoni,yllego,atraco,empena,obnita,ursula,anporo,octube,ezpeta,arjoma,estade,orlano,ollita,esrina,estano,escoto,ignora,apredo,estony,alludo,ermane,isjose,anbese,antedo,exceso,intima,elbira,aldama,echizo,allana,aspero,abraza,abrasa,abraso,ondula,allaba,arrima,etremo,atleta,oscuro,empana,altura,armado,enpeco,estara,estodo,empujo,echado,enpeza,empesa,empizo,alsava,elnino,ofrece,enpesa,incita,acrece,andubo,atrajo,abrazo,ovligo,africa,Total
Ceele_1,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023781212841854932
Ceele_2,0.0,0.0,0.0,0.0,0.0047562425683709865,0.0,0.0023781212841854932,0.0011890606420927466,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015457788347205707
Ceele_3,0.0,0.0,0.0,0.0,0.0047562425683709865,0.0,0.007134363852556481,0.0,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.02497027348394768
Ceele_4,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0035671819262782403,0.0011890606420927466,0.0047562425683709865,0.0,0.005945303210463734,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039239001189060645
Ceele_5,0.0,0.0,0.0,0.0,0.0023781212841854932,0.0,0.0011890606420927466,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01070154577883472
Ceele_6,0.0,0.0,0.0,0.0,0.0047562425683709865,0.0,0.0,0.0,0.0035671819262782403,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019024970273483946
Ceele_7,0.0,0.0,0.0,0.0011890606420927466,0.009512485136741973,0.0,0.0047562425683709865,0.0,0.0035671819262782403,0.0,0.0011890606420927466,0.0,0.0023781212841854932,0.0011890606420927466,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0023781212841854932,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0035671819262782403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.0,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052318668252080855
cuentos_1,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0023781212841854932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01070154577883472
cuentos_2,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0047562425683709865,0.0,0.0023781212841854932,0.0011890606420927466,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0023781212841854932,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02140309155766944
cuentos_3,0.009512485136741973,0.0,0.0,0.0,0.0,0.0,0.0,0.0023781212841854932,0.0,0.0011890606420927466,0.0,0.0,0.0035671819262782403,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0023781212841854932,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0023781212841854932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011890606420927466,0.0011890606420927466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03329369797859691
