,los,con,las,por,del,nos,mas,vez,mis,fin,son,dos,sus,dan,tan,sol,sin,ver,ves,luz,les,lus,ser,don,san,bol,tus,han,des,mar,fut,dar,pan,com,bes,van,ber,mos,ses,tal,ven,can,ten,voz,sor,vas,par,mal,yel,sal,sed,fer,has,haz,sos,ton,cal,cam,lam,hot,gis,fub,gil,nin,pum,mix,ler,fud,xix,job,rac,vol,das,cas,pis,sep,reg,lab,mex,jot,fus,dex,hah,nen,jis,jug,liz,tel,jal,nel,sux,res,pic,sen,mes,leg,bit,bac,dax,mam,mih,sog,box,zin,tin,bib,lux,dop,jop,ban,ter,fod,yal,ces,tam,yen,tos,var,pun,ner,yin,yes,mil,hoz,tez,red,cic,zar,pez,bez,vin,teh,gap,yeg,sex,tec,yam,bid,den,guj,teg,sir,lop,von,vov,fal,non,hir,zaz,per,Total
cuentos_4,0.009141583054626532,0.004459308807134894,0.004013377926421404,0.004013377926421404,0.006688963210702341,0.0002229654403567447,0.0026755852842809363,0.0008918617614269788,0.0004459308807134894,0.0002229654403567447,0.0002229654403567447,0.0011148272017837235,0.0026755852842809363,0.0,0.0002229654403567447,0.0002229654403567447,0.003121516164994426,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0004459308807134894,0.0002229654403567447,0.0,0.0,0.0,0.0006688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043255295429208473
cuentos_5,0.010033444816053512,0.0046822742474916385,0.005797101449275362,0.00423634336677815,0.006688963210702341,0.0013377926421404682,0.002898550724637681,0.0006688963210702341,0.0,0.0,0.0006688963210702341,0.0006688963210702341,0.0008918617614269788,0.0,0.0004459308807134894,0.0,0.0008918617614269788,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0,0.001560758082497213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216
cuentos_6,0.010033444816053512,0.00379041248606466,0.008026755852842809,0.00423634336677815,0.006020066889632107,0.0017837235228539577,0.0011148272017837235,0.0,0.0008918617614269788,0.0002229654403567447,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0002229654403567447,0.001560758082497213,0.0002229654403567447,0.0,0.0011148272017837235,0.0,0.0,0.0011148272017837235,0.0008918617614269788,0.0004459308807134894,0.0,0.0006688963210702341,0.0,0.0,0.0002229654403567447,0.0,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0006688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045707915273132664
cuentos_7,0.008695652173913044,0.00379041248606466,0.007134894091415831,0.0017837235228539577,0.0035674470457079154,0.0,0.0006688963210702341,0.0,0.0004459308807134894,0.0,0.0,0.0017837235228539577,0.0013377926421404682,0.0,0.0,0.0004459308807134894,0.0002229654403567447,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0008918617614269788,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0006688963210702341,0.0,0.0008918617614269788,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03411371237458194
excale_1,0.0011148272017837235,0.00379041248606466,0.002898550724637681,0.0011148272017837235,0.0004459308807134894,0.0,0.001560758082497213,0.002452619843924192,0.0002229654403567447,0.002006688963210702,0.0,0.0,0.0004459308807134894,0.0,0.0002229654403567447,0.0004459308807134894,0.0,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0006688963210702341,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0002229654403567447,0.0004459308807134894,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019620958751393535
excale_2,0.002229654403567447,0.009810479375696768,0.005797101449275362,0.006243032329988852,0.0002229654403567447,0.0,0.0033444816053511705,0.005574136008918618,0.0,0.005797101449275362,0.0,0.0,0.0006688963210702341,0.0,0.002452619843924192,0.001560758082497213,0.0,0.002229654403567447,0.001560758082497213,0.0,0.0004459308807134894,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0006688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050613154960981045
excale_3,0.0017837235228539577,0.008918617614269788,0.00758082497212932,0.008918617614269788,0.0011148272017837235,0.0,0.004459308807134894,0.00758082497212932,0.0,0.006465997770345597,0.0,0.0011148272017837235,0.002006688963210702,0.0,0.0011148272017837235,0.0026755852842809363,0.0002229654403567447,0.002229654403567447,0.001560758082497213,0.0,0.0011148272017837235,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0004459308807134894,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0,0.061761426978818285
excale_4,0.002452619843924192,0.012709030100334449,0.008026755852842809,0.009587513935340023,0.00379041248606466,0.0,0.009141583054626532,0.012486064659977704,0.0,0.00379041248606466,0.0,0.0004459308807134894,0.002898550724637681,0.0,0.002452619843924192,0.0017837235228539577,0.0006688963210702341,0.0026755852842809363,0.002006688963210702,0.0,0.0002229654403567447,0.0,0.0002229654403567447,0.0,0.0,0.0004459308807134894,0.0002229654403567447,0.0,0.0011148272017837235,0.0,0.0,0.0011148272017837235,0.0,0.0,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0,0.0002229654403567447,0.0002229654403567447,0.0004459308807134894,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08182831661092531
excale_5,0.0006688963210702341,0.005128205128205128,0.005128205128205128,0.002452619843924192,0.0013377926421404682,0.0,0.004013377926421404,0.0035674470457079154,0.0,0.001560758082497213,0.0,0.0004459308807134894,0.0013377926421404682,0.0,0.0008918617614269788,0.0008918617614269788,0.0,0.0011148272017837235,0.0017837235228539577,0.0,0.0002229654403567447,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0002229654403567447,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166109253065775
excale_6,0.0017837235228539577,0.00423634336677815,0.002452619843924192,0.004013377926421404,0.0006688963210702341,0.0,0.0006688963210702341,0.0035674470457079154,0.0,0.0011148272017837235,0.0,0.0002229654403567447,0.0008918617614269788,0.0,0.0008918617614269788,0.0008918617614269788,0.0,0.0006688963210702341,0.0011148272017837235,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0006688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0006688963210702341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026309921962095875
excale_7,0.0008918617614269788,0.005574136008918618,0.0033444816053511705,0.003121516164994426,0.0011148272017837235,0.0,0.002452619843924192,0.002229654403567447,0.0,0.0008918617614269788,0.0,0.0002229654403567447,0.0004459308807134894,0.0,0.0013377926421404682,0.0006688963210702341,0.0,0.0,0.0008918617614269788,0.0,0.0008918617614269788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006688963210702341,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004459308807134894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002229654403567447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02608695652173913
Total,0.1391304347826087,0.1346711259754738,0.12686733556298774,0.07001114827201783,0.05975473801560758,0.056856187290969896,0.05105908584169454,0.04169453734671126,0.03188405797101449,0.027647714604236342,0.024749163879598662,0.020958751393534,0.019620958751393535,0.015830546265328874,0.013154960981047938,0.012709030100334449,0.01181716833890747,0.010702341137123745,0.010479375696767,0.008918617614269788,0.008249721293199555,0.008249721293199555,0.007134894091415831,0.004905239687848384,0.004905239687848384,0.004459308807134894,0.00423634336677815,0.00379041248606466,0.003121516164994426,0.003121516164994426,0.0026755852842809363,0.0026755852842809363,0.002006688963210702,0.002006688963210702,0.002006688963210702,0.0017837235228539577,0.001560758082497213,0.001560758082497213,0.0013377926421404682,0.0013377926421404682,0.0011148272017837235,0.0011148272017837235,0.0011148272017837235,0.0011148272017837235,0.0011148272017837235,0.0008918617614269788,0.0008918617614269788,0.0008918617614269788,0.0008918617614269788,0.0008918617614269788,0.0008918617614269788,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0006688963210702341,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0004459308807134894,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,0.0002229654403567447,1.0
