,una,era,iba,iva,asi,uno,ano,ola,eso,oro,ese,ora,esa,ago,asu,ala,ase,iso,ahi,uso,ido,ise,are,yse,ubo,oye,ule,ace,alo,ana,oli,ysu,aca,eta,ami,ama,ira,yba,ata,amo,aro,eco,ayi,unu,ali,ife,ele,axi,oja,ojo,ela,yso,ygo,abi,ero,eha,ura,ovo,ale,ena,eya,eje,ave,usa,ayu,oya,oyo,eba,yha,ati,ina,aya,ere,Total
cuentos_4,0.12323943661971831,0.02464788732394366,0.0,0.0,0.014084507042253521,0.01056338028169014,0.007042253521126761,0.0,0.0035211267605633804,0.0035211267605633804,0.014084507042253521,0.0,0.017605633802816902,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2323943661971831
cuentos_5,0.0880281690140845,0.0035211267605633804,0.0,0.0,0.007042253521126761,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01056338028169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11619718309859155
cuentos_6,0.08450704225352113,0.0,0.0,0.0,0.0,0.007042253521126761,0.0035211267605633804,0.007042253521126761,0.0,0.0035211267605633804,0.0035211267605633804,0.0,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267605633802817
cuentos_7,0.06338028169014084,0.007042253521126761,0.0035211267605633804,0.0,0.0,0.007042253521126761,0.0,0.01056338028169014,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09859154929577464
excale_1,0.024024024024024024,0.0045045045045045045,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.006006006006006006,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.042042042042042045
excale_2,0.1006006006006006,0.018018018018018018,0.010510510510510511,0.009009009009009009,0.006006006006006006,0.0,0.0,0.0,0.003003003003003003,0.0,0.003003003003003003,0.0015015015015015015,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0045045045045045045,0.003003003003003003,0.0,0.0045045045045045045,0.0015015015015015015,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.17117117117117117
excale_3,0.09759759759759759,0.01951951951951952,0.0075075075075075074,0.0075075075075075074,0.006006006006006006,0.0,0.0,0.0,0.0075075075075075074,0.0,0.006006006006006006,0.0,0.003003003003003003,0.0,0.003003003003003003,0.0015015015015015015,0.0,0.0,0.003003003003003003,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16966966966966968
excale_4,0.16666666666666666,0.025525525525525526,0.03753753753753754,0.024024024024024024,0.0045045045045045045,0.0,0.0,0.0,0.0045045045045045045,0.0,0.010510510510510511,0.0,0.0,0.0,0.012012012012012012,0.003003003003003003,0.0,0.0015015015015015015,0.003003003003003003,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3003003003003003
excale_5,0.04504504504504504,0.009009009009009009,0.006006006006006006,0.018018018018018018,0.0045045045045045045,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.09309309309309309
excale_6,0.06006006006006006,0.003003003003003003,0.0075075075075075074,0.006006006006006006,0.003003003003003003,0.0,0.0,0.0,0.003003003003003003,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.003003003003003003,0.010510510510510511,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.1066066066066066
excale_7,0.04804804804804805,0.013513513513513514,0.010510510510510511,0.006006006006006006,0.0045045045045045045,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.006006006006006006,0.0075075075075075074,0.0,0.0,0.0,0.0,0.0,0.006006006006006006,0.0,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003003003003003003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015015015015015015,0.0,0.0015015015015015015,0.0,0.0,0.0,0.11711711711711711
Total,1.6202580044833566,0.16351562830436067,0.09588630884405532,0.07357357357357358,0.08910755826248783,0.10560250391236307,0.0861189358372457,0.08687010954616589,0.05926489870151843,0.06964006259780907,0.06145751385188006,0.04594594594594595,0.04996362559742842,0.04,0.025525525525525523,0.024744744744744748,0.03333333333333333,0.0193993993993994,0.021794611512921377,0.02297339593114241,0.01454976102863427,0.009009009009009009,0.01039039039039039,0.006006006006006006,0.006006006006006006,0.012064881783191643,0.006666666666666666,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.003003003003003003,0.0044444444444444444,0.0044444444444444444,0.0044444444444444444,0.005022628262064881,0.005022628262064881,0.003003003003003003,0.0037237237237237237,0.007042253521126761,0.005743348982785603,0.007042253521126761,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0015015015015015015,0.0022222222222222222,0.0022222222222222222,0.0035211267605633804,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0022222222222222222,0.0035211267605633804,0.0035211267605633804,0.0022222222222222222,0.0035211267605633804,0.0015015015015015015,0.0035211267605633804,0.0015015015015015015,0.0015015015015015015,0.0015015015015015015,0.0015015015015015015,0.0015015015015015015,0.0015015015015015015,3.0
