,anos,unas,unos,aser,azul,ojos,asen,amar,amor,eran,eres,alas,ayon,acer,onos,esas,ines,aber,avel,uvas,ivan,omar,edad,oras,ojas,iris,iban,esos,aros,aves,anas,abel,eber,adis,azer,erus,aris,adan,asel,eliv,amig,ojan,ogal,etes,esel,izel,ever,ases,etor,enol,acos,asus,aver,yvan,otos,yban,olor,azar,atan,afin,onon,Total
Ceele_1,0.007067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007067137809187279
Ceele_2,0.03180212014134275,0.0017667844522968198,0.007067137809187279,0.0017667844522968198,0.00530035335689046,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05123674911660778
Ceele_3,0.04770318021201413,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.00530035335689046,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.07243816254416961
Ceele_4,0.11307420494699646,0.0017667844522968198,0.015901060070671377,0.015901060070671377,0.0017667844522968198,0.0017667844522968198,0.00530035335689046,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.00530035335689046,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0035335689045936395,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19434628975265017
Ceele_5,0.044169611307420496,0.0,0.007067137809187279,0.0035335689045936395,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06890459363957598
Ceele_6,0.04946996466431095,0.0,0.0035335689045936395,0.0017667844522968198,0.0035335689045936395,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0035335689045936395,0.0017667844522968198,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08303886925795052
Ceele_7,0.12367491166077739,0.0017667844522968198,0.030035335689045935,0.0035335689045936395,0.01060070671378092,0.0,0.00530035335689046,0.0,0.0017667844522968198,0.0,0.0035335689045936395,0.0,0.007067137809187279,0.0,0.0035335689045936395,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0035335689045936395,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2137809187279152
cuentos_1,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0,0.0017667844522968198,0.0017667844522968198,0.0,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024734982332155476
cuentos_2,0.0017667844522968198,0.0,0.0017667844522968198,0.0,0.0017667844522968198,0.0035335689045936395,0.0,0.015901060070671377,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030035335689045935
cuentos_3,0.0088339222614841,0.0017667844522968198,0.0,0.0,0.0,0.007067137809187279,0.0,0.0,0.00530035335689046,0.007067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017667844522968198,0.0,0.0,0.0,0.0,0.03356890459363958
