,los,con,las,por,del,nos,mas,vez,mis,fin,son,dos,sus,dan,tan,sol,sin,ver,ves,luz,les,lus,ser,don,san,bol,tus,han,des,mar,fut,dar,pan,com,bes,van,ber,mos,ses,tal,ven,can,ten,voz,sor,vas,par,mal,yel,sal,sed,fer,has,haz,sos,ton,cal,cam,lam,hot,gis,fub,gil,nin,pum,mix,ler,fud,xix,job,rac,vol,das,cas,pis,sep,reg,lab,mex,jot,fus,dex,hah,nen,jis,jug,liz,tel,jal,nel,sux,res,pic,sen,mes,leg,bit,bac,dax,mam,mih,sog,box,zin,tin,bib,lux,dop,jop,ban,ter,fod,yal,ces,tam,yen,tos,var,pun,ner,yin,yes,mil,hoz,tez,red,cic,zar,pez,bez,vin,teh,gap,yeg,sex,tec,yam,bid,den,guj,teg,sir,lop,von,vov,fal,non,hir,zaz,per,Total
Ceele_1,0.009630818619582664,0.006420545746388443,0.003745318352059925,0.001070090957731407,0.0005350454788657035,0.004815409309791332,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.001070090957731407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.001070090957731407,0.001070090957731407,0.0,0.0,0.0,0.0,0.001070090957731407,0.0,0.0,0.0,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.037988228999464954
Ceele_2,0.008560727661851257,0.009630818619582664,0.006420545746388443,0.0016051364365971107,0.005350454788657036,0.008560727661851257,0.002140181915462814,0.0,0.005885500267522739,0.0,0.006955591225254147,0.002675227394328518,0.0,0.0016051364365971107,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.001070090957731407,0.0005350454788657035,0.0,0.002140181915462814,0.001070090957731407,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07597645799892991
Ceele_3,0.01819154628143392,0.01765650080256822,0.02514713750668807,0.0016051364365971107,0.006955591225254147,0.010165864098448368,0.002675227394328518,0.0,0.00909577314071696,0.0032102728731942215,0.006955591225254147,0.0032102728731942215,0.0005350454788657035,0.002675227394328518,0.0005350454788657035,0.0,0.0,0.0,0.0,0.002140181915462814,0.0,0.001070090957731407,0.0,0.0,0.0016051364365971107,0.002140181915462814,0.0016051364365971107,0.0,0.0,0.0,0.001070090957731407,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.001070090957731407,0.0005350454788657035,0.0,0.0,0.001070090957731407,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001070090957731407,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.12734082397003746
Ceele_4,0.04066345639379347,0.03263777421080792,0.02835741037988229,0.005350454788657036,0.010165864098448368,0.03156768325307651,0.005350454788657036,0.0,0.01337613697164259,0.0005350454788657035,0.00749063670411985,0.004815409309791332,0.0005350454788657035,0.014446227929373997,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.003745318352059925,0.001070090957731407,0.006420545746388443,0.0,0.0,0.002675227394328518,0.002675227394328518,0.0005350454788657035,0.0,0.0,0.0,0.002140181915462814,0.0,0.0,0.001070090957731407,0.0,0.0,0.0005350454788657035,0.001070090957731407,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.001070090957731407,0.0,0.0,0.0,0.0,0.0005350454788657035,0.001070090957731407,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.22953451043338685
Ceele_5,0.01765650080256822,0.01819154628143392,0.011235955056179775,0.003745318352059925,0.005350454788657036,0.010700909577314071,0.002675227394328518,0.0,0.004280363830925628,0.001070090957731407,0.006420545746388443,0.0016051364365971107,0.001070090957731407,0.003745318352059925,0.001070090957731407,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0032102728731942215,0.0005350454788657035,0.0,0.0005350454788657035,0.0016051364365971107,0.001070090957731407,0.0,0.0,0.0,0.001070090957731407,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001070090957731407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10219368646334938
Ceele_6,0.016051364365971106,0.01819154628143392,0.0149812734082397,0.0016051364365971107,0.004280363830925628,0.017121455323702513,0.002140181915462814,0.0,0.00909577314071696,0.0016051364365971107,0.00749063670411985,0.002140181915462814,0.0,0.0032102728731942215,0.0,0.0005350454788657035,0.0,0.0,0.0,0.003745318352059925,0.0005350454788657035,0.0016051364365971107,0.0005350454788657035,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001070090957731407,0.0,0.001070090957731407,0.0005350454788657035,0.0,0.0,0.0,0.001070090957731407,0.0,0.0,0.001070090957731407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001070090957731407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11503477795612627
Ceele_7,0.06367041198501873,0.03210272873194221,0.04066345639379347,0.010700909577314071,0.0149812734082397,0.03424291064740503,0.008025682182985553,0.0,0.024077046548956663,0.0032102728731942215,0.0149812734082397,0.010700909577314071,0.002140181915462814,0.011235955056179775,0.001070090957731407,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.004815409309791332,0.002675227394328518,0.005885500267522739,0.001070090957731407,0.0,0.0016051364365971107,0.001070090957731407,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.002140181915462814,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.001070090957731407,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0005350454788657035,0.0,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0005350454788657035,0.0,0.0005350454788657035,0.0005350454788657035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3119315141787052
cuentos_1,0.01796875,0.0125,0.015625,0.00859375,0.003125,0.00703125,0.009375,0.00078125,0.0015625,0.0,0.0015625,0.0078125,0.003125,0.0,0.00078125,0.0015625,0.003125,0.0015625,0.00390625,0.0,0.00234375,0.0,0.003125,0.0,0.00078125,0.0,0.0015625,0.00078125,0.00078125,0.003125,0.0,0.00078125,0.0015625,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0015625,0.0,0.00078125,0.0,0.0,0.0,0.0,0.00234375,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12578125
cuentos_2,0.0171875,0.0171875,0.01171875,0.01484375,0.0078125,0.00078125,0.01171875,0.00390625,0.0046875,0.003125,0.00390625,0.00234375,0.0046875,0.0,0.003125,0.00234375,0.00546875,0.00078125,0.0,0.0,0.003125,0.0,0.00078125,0.0,0.0,0.0,0.003125,0.00234375,0.0,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.0,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328125
cuentos_3,0.0265625,0.0109375,0.015625,0.01015625,0.01796875,0.00859375,0.0078125,0.0046875,0.0015625,0.00234375,0.00390625,0.0046875,0.003125,0.0,0.003125,0.0046875,0.00859375,0.0015625,0.0,0.00234375,0.00390625,0.0,0.00625,0.00546875,0.0,0.0,0.00078125,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078125,0.0,0.00078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578125
