,viento,cuando,fuerte,tienda,tierra,tiempo,puerta,pueblo,cuento,cuenta,biento,muerte,sierra,cuerpo,cuatro,guerra,cuadra,cuarto,siento,fiesta,suerte,vuelta,cuanto,puesto,fierro,cuerda,muerto,nuesta,siendo,nuetra,vuelve,biendo,piedra,fuerza,siente,huerto,quinto,fuente,duarte,buelta,cuesta,puerco,viendo,cuello,caerse,cueste,cierta,cuadro,maesta,puerto,guardo,diablo,maetro,quince,huerta,cierto,duerme,cierra,weendi,puelbo,siepre,fausto,duermo,quinse,pierce,nuesra,guelta,ciento,cuarta,ciente,haygre,puebla,bianka,tiendo,huacho,cierne,vienda,viente,caucho,sueldo,hierro,teatro,hierba,veinte,tiende,fiebre,guarda,realza,huella,sienta,pierde,riesgo,vuelto,cuemto,pierna,fuerto,juerte,vuelvo,tienpo,vuelva,haigre,puente,Total
Ceele_1,0.0,0.004807692307692308,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02403846153846154
Ceele_2,0.0,0.004807692307692308,0.0,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04326923076923077
Ceele_3,0.0,0.02403846153846154,0.0,0.0,0.0,0.0,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.009615384615384616,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.10576923076923077
Ceele_4,0.004807692307692308,0.08173076923076923,0.0,0.04326923076923077,0.0,0.0,0.02403846153846154,0.019230769230769232,0.014423076923076924,0.004807692307692308,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.014423076923076924,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.009615384615384616,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27884615384615385
Ceele_5,0.0,0.02403846153846154,0.004807692307692308,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08653846153846154
Ceele_6,0.0,0.014423076923076924,0.0,0.019230769230769232,0.0,0.0,0.014423076923076924,0.0,0.0,0.004807692307692308,0.0,0.0,0.004807692307692308,0.0,0.0,0.004807692307692308,0.009615384615384616,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10576923076923077
Ceele_7,0.0,0.08653846153846154,0.0,0.04807692307692308,0.0,0.0,0.014423076923076924,0.009615384615384616,0.0,0.004807692307692308,0.0,0.0,0.028846153846153848,0.0,0.009615384615384616,0.0,0.014423076923076924,0.019230769230769232,0.0,0.0,0.0,0.0,0.004807692307692308,0.0,0.009615384615384616,0.004807692307692308,0.0,0.009615384615384616,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014423076923076924,0.009615384615384616,0.0,0.0,0.004807692307692308,0.0,0.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.0,0.0,0.004807692307692308,0.004807692307692308,0.0,0.004807692307692308,0.0,0.004807692307692308,0.0,0.004807692307692308,0.004807692307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3557692307692308
cuentos_1,0.004545454545454545,0.045454545454545456,0.0,0.0,0.00909090909090909,0.0,0.0,0.00909090909090909,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.00909090909090909,0.03636363636363636,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.00909090909090909,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19545454545454546
cuentos_2,0.0,0.031818181818181815,0.0,0.0,0.004545454545454545,0.013636363636363636,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013636363636363636,0.0,0.004545454545454545,0.0,0.0,0.00909090909090909,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.00909090909090909,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409090909090909
cuentos_3,0.004545454545454545,0.022727272727272728,0.0,0.0,0.004545454545454545,0.00909090909090909,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.01818181818181818,0.004545454545454545,0.0,0.0,0.0,0.0,0.022727272727272728,0.004545454545454545,0.00909090909090909,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14545454545454545
