,viento,cuando,fuerte,tienda,tierra,tiempo,puerta,pueblo,cuento,cuenta,biento,muerte,sierra,cuerpo,cuatro,guerra,cuadra,cuarto,siento,fiesta,suerte,vuelta,cuanto,puesto,fierro,cuerda,muerto,nuesta,siendo,nuetra,vuelve,biendo,piedra,fuerza,siente,huerto,quinto,fuente,duarte,buelta,cuesta,puerco,viendo,cuello,caerse,cueste,cierta,cuadro,maesta,puerto,guardo,diablo,maetro,quince,huerta,cierto,duerme,cierra,weendi,puelbo,siepre,fausto,duermo,quinse,pierce,nuesra,guelta,ciento,cuarta,ciente,haygre,puebla,bianka,tiendo,huacho,cierne,vienda,viente,caucho,sueldo,hierro,teatro,hierba,veinte,tiende,fiebre,guarda,realza,huella,sienta,pierde,riesgo,vuelto,cuemto,pierna,fuerto,juerte,vuelvo,tienpo,vuelva,haigre,puente,Total
cuentos_4,0.004545454545454545,0.013636363636363636,0.0,0.0,0.004545454545454545,0.03636363636363636,0.004545454545454545,0.0,0.04090909090909091,0.013636363636363636,0.0,0.00909090909090909,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636364
cuentos_5,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
cuentos_6,0.00909090909090909,0.013636363636363636,0.0,0.0,0.00909090909090909,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.02727272727272727,0.0,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1409090909090909
cuentos_7,0.0,0.02727272727272727,0.0,0.0,0.01818181818181818,0.02727272727272727,0.0,0.0,0.0,0.0,0.0,0.013636363636363636,0.0,0.0,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.004545454545454545,0.013636363636363636,0.0,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636364
excale_1,0.0182328190743338,0.014025245441795231,0.012622720897615708,0.001402524544179523,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05049088359046283
excale_2,0.07994389901823282,0.025245441795231416,0.0364656381486676,0.0070126227208976155,0.002805049088359046,0.0,0.001402524544179523,0.0,0.001402524544179523,0.004207573632538569,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.001402524544179523,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.001402524544179523,0.0,0.0,0.0,0.1697054698457223
excale_3,0.08976157082748948,0.03225806451612903,0.04067321178120617,0.005610098176718092,0.002805049088359046,0.002805049088359046,0.0,0.0,0.0,0.005610098176718092,0.005610098176718092,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.001402524544179523,0.0,0.1935483870967742
excale_4,0.11781206171107994,0.06030855539971949,0.0729312762973352,0.008415147265077139,0.002805049088359046,0.001402524544179523,0.001402524544179523,0.004207573632538569,0.002805049088359046,0.001402524544179523,0.008415147265077139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.004207573632538569,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002805049088359046,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29873772791023845
excale_5,0.04067321178120617,0.037868162692847124,0.028050490883590462,0.008415147265077139,0.005610098176718092,0.001402524544179523,0.002805049088359046,0.0,0.0,0.001402524544179523,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.1332398316970547
excale_6,0.023842917251051893,0.009817671809256662,0.021037868162692847,0.011220196353436185,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07433380084151472
excale_7,0.028050490883590462,0.015427769985974754,0.0182328190743338,0.001402524544179523,0.008415147265077139,0.001402524544179523,0.001402524544179523,0.0,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001402524544179523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07994389901823282
Total,0.42585193558194967,0.6035173452073871,0.23482171755313408,0.17328595317725753,0.07384291725105188,0.09932423817416804,0.0754606018105317,0.08122198628860622,0.07055765062427054,0.048032665090869855,0.019635343618513323,0.06363636363636364,0.06390252454417952,0.05909090909090908,0.056118881118881116,0.05026223776223776,0.04807692307692309,0.02824603517100011,0.033391608391608395,0.027272727272727275,0.020986867270177227,0.014701007267627183,0.02010881825047323,0.019584342725997704,0.02403846153846154,0.02325174825174825,0.022727272727272728,0.019230769230769232,0.01818181818181818,0.019230769230769232,0.01818181818181818,0.005610098176718092,0.018444055944055945,0.011895958179268137,0.010493433635088614,0.013636363636363636,0.014160839160839161,0.013636363636363636,0.014423076923076924,0.014423076923076924,0.00909090909090909,0.009353146853146853,0.006210216851871831,0.00909090909090909,0.002805049088359046,0.00909090909090909,0.00909090909090909,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.005947979089634068,0.00909090909090909,0.009615384615384616,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.00909090909090909,0.009353146853146853,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004807692307692308,0.004545454545454545,0.001402524544179523,0.004807692307692308,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.004545454545454545,0.001402524544179523,0.004545454545454545,0.004545454545454545,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.001402524544179523,0.004807692307692308,3.0
