,Ceele_1,Ceele_2,Ceele_3,Ceele_4,Ceele_5,Ceele_6,Ceele_7,cuentos_1,cuentos_2,cuentos_3,cuentos_4,cuentos_5,cuentos_6,cuentos_7,excale_1,excale_2,excale_3,excale_4,excale_5,excale_6,excale_7,Total
mi,0.00033789719815643287,0.001243461689215673,0.002824820576587779,0.0043791476881073705,0.0015678429994458486,0.0017705813183397083,0.0055820617135442716,0.0003243813102301756,9.46112154838012e-05,0.00012164299133631584,6.757943963128657e-05,5.4063551705029264e-05,6.757943963128657e-05,0.00045954018949274873,1.3515887926257316e-05,5.4063551705029264e-05,1.3515887926257316e-05,8.10953275575439e-05,0.0,0.0,0.0,0.019057401976022816
hola,4.054766377877195e-05,8.10953275575439e-05,0.00022977009474637437,0.00022977009474637437,9.46112154838012e-05,9.46112154838012e-05,0.00024328598267263167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010136915944692986
soy,0.0001621906551150878,0.00039196074986146216,0.0007974373876491817,0.001067755146174328,0.00048657196534526335,0.0006893102842391231,0.0012704934650681877,4.054766377877195e-05,0.0,4.054766377877195e-05,2.7031775852514632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004973846756862692
jose,5.4063551705029264e-05,2.7031775852514632e-05,5.4063551705029264e-05,0.00012164299133631584,8.10953275575439e-05,2.7031775852514632e-05,0.0001621906551150878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4063551705029264e-05,0.0,0.0,0.00022977009474637437,0.0,0.0,0.0,0.0008109532755754389
andres,2.7031775852514632e-05,0.0,0.0,0.0,5.4063551705029264e-05,0.0,0.0,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46112154838012e-05
nunez,2.7031775852514632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7031775852514632e-05
x,0.00020273831889385972,0.00014867476718883048,0.0003784448619352048,0.0010407233703218133,0.00022977009474637437,0.0004189925257139768,0.0009596280427642694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033789719815643287
galicia,2.7031775852514632e-05,0.0,0.0,0.0,0.0,1.3515887926257316e-05,0.0,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4063551705029264e-05
y,0.0009190803789854975,0.0028518523524402937,0.004338600024328598,0.007987889764418074,0.0030545906713341535,0.004041250489950937,0.011366861745982402,0.0007974373876491817,0.001067755146174328,0.0010001757065430414,0.000986659818616784,0.0009596280427642694,0.0010542392582480707,0.0008515009393542109,0.0011623663616581292,0.003689837403868247,0.004703528998337546,0.00679849162690743,0.0030681065592604107,0.00236528038709503,0.0018651925338235096,0.06493032559774015
vivo,5.4063551705029264e-05,0.0001892224309676024,0.00031086542230391825,0.0005676672929028073,0.0001621906551150878,0.0001757065430413451,0.0004325084136402341,2.7031775852514632e-05,0.0,1.3515887926257316e-05,0.0,0.0,0.0,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.7031775852514632e-05,0.001973319637233568
en,0.000513603741197778,0.0011623663616581292,0.0017840972062659656,0.0033789719815643287,0.0016894859907821643,0.0017570654304134511,0.004460243015664914,0.0005406355170502926,0.0007028261721653804,0.0005811831808290646,0.0006217308446078365,0.0010542392582480707,0.0009596280427642694,0.0005271196291240354,0.0003243813102301756,0.0005406355170502926,0.0005406355170502926,0.0007974373876491817,0.00022977009474637437,0.00029734953437766097,0.00024328598267263167,0.02270669171611229
estt,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3515887926257316e-05
esta,2.7031775852514632e-05,0.00021625420682011706,0.0003514130860826902,0.00047305607741900607,0.0001757065430413451,0.00020273831889385972,0.000770405611796667,0.00010812710341005853,6.757943963128657e-05,6.757943963128657e-05,1.3515887926257316e-05,0.00012164299133631584,2.7031775852514632e-05,0.00012164299133631584,2.7031775852514632e-05,0.00010812710341005853,9.46112154838012e-05,9.46112154838012e-05,2.7031775852514632e-05,4.054766377877195e-05,0.0,0.0031356859988916973
casa,1.3515887926257316e-05,0.00013515887926257315,0.00020273831889385972,0.0005946990687553219,0.00022977009474637437,0.00013515887926257315,0.0007163420600916377,6.757943963128657e-05,1.3515887926257316e-05,6.757943963128657e-05,4.054766377877195e-05,0.0,0.0,1.3515887926257316e-05,9.46112154838012e-05,0.0006082149566815792,0.0007839214997229243,0.0011083028099530998,0.000513603741197778,0.0003243813102301756,0.0001757065430413451,0.005838863584143161
estoy,2.7031775852514632e-05,4.054766377877195e-05,0.0001621906551150878,0.00022977009474637437,0.00010812710341005853,0.00014867476718883048,0.00028383364645140363,1.3515887926257316e-05,0.0,2.7031775852514632e-05,0.0,1.3515887926257316e-05,0.0,0.0,0.0,0.0,1.3515887926257316e-05,0.0,0.0,0.0,1.3515887926257316e-05,0.0010812710341005852
la,0.00047305607741900607,0.0011353345858056145,0.0020003514130860827,0.0032708448781542704,0.0017705813183397083,0.0019327719734547962,0.004892751429305149,0.0013786205684782461,0.0013515887926257315,0.0010136915944692986,0.0011353345858056145,0.0010407233703218133,0.0015137794477408193,0.0009731439306905267,0.00033789719815643287,0.0008785327152067256,0.0008920486031329828,0.0011083028099530998,0.0006082149566815792,0.0006082149566815792,0.00036492897400894754,0.028680714179518025
republica,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,1.3515887926257316e-05,0.0,0.0,0.0,1.3515887926257316e-05,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4063551705029264e-05
mexicana,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7031775852514632e-05
escuela,0.0005811831808290646,0.0014056523443307608,0.002824820576587779,0.004338600024328598,0.0020949626285698838,0.002230121507832457,0.005460418722207956,1.3515887926257316e-05,0.0,1.3515887926257316e-05,0.0,0.0,0.0,1.3515887926257316e-05,1.3515887926257316e-05,2.7031775852514632e-05,1.3515887926257316e-05,2.7031775852514632e-05,0.0,1.3515887926257316e-05,4.054766377877195e-05,0.019111465527727845
mie,1.3515887926257316e-05,1.3515887926257316e-05,1.3515887926257316e-05,1.3515887926257316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4063551705029264e-05
es,0.00024328598267263167,0.0005811831808290646,0.0011218186978793573,0.0020814467406436265,0.0009190803789854975,0.0010001757065430414,0.0026626299214726912,0.00033789719815643287,0.00031086542230391825,8.10953275575439e-05,0.00013515887926257315,0.00013515887926257315,0.0001757065430413451,1.3515887926257316e-05,0.0,2.7031775852514632e-05,4.054766377877195e-05,9.46112154838012e-05,1.3515887926257316e-05,1.3515887926257316e-05,5.4063551705029264e-05,0.010042304729209186
de,0.000256801870598889,0.0007974373876491817,0.0011083028099530998,0.0024193439388000594,0.001027207482395556,0.0009055644910592401,0.003297876654006785,0.0010407233703218133,0.0012164299133631583,0.0013515887926257315,0.0017705813183397083,0.0021084785164961414,0.0020003514130860827,0.002500439266357603,0.00039196074986146216,0.0008920486031329828,0.0009731439306905267,0.0015272953356670767,0.0006757943963128657,0.00048657196534526335,0.00029734953437766097,0.027045291740440888
ladrillos,5.4063551705029264e-05,1.3515887926257316e-05,8.10953275575439e-05,0.00020273831889385972,5.4063551705029264e-05,4.054766377877195e-05,0.00028383364645140363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007298579480178951
