,Ceele_1,Ceele_2,Ceele_3,Ceele_4,Ceele_5,Ceele_6,Ceele_7,cuentos_1,cuentos_2,cuentos_3,cuentos_4,cuentos_5,cuentos_6,cuentos_7,excale_1,excale_2,excale_3,excale_4,excale_5,excale_6,excale_7,Total
marr,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
gey,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
mam,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
saun,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
lal,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
xl,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
sep,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
pom,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
qer,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
stru,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
chai,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
hua,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
vdiar,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
hah,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
mex,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
pay,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
jueg,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
esqu,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
nut,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
jop,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
wi,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
quu,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
eng,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
tse,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ess,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
nem,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
dion,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
blen,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
prir,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
jot,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
lab,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
reg,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
paln,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
dop,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ip,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
duis,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
cit,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
tues,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
mih,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
mrr,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
zia,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
iar,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
iay,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
quiar,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
dreq,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
nayn,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
paul,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
doll,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
oll,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
lour,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
trei,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
vei,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
nx,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
nv,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
gren,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
crib,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ror,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
quies,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
hox,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
bit,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ducs,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
wen,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
req,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
tox,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
gei,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
jac,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
did,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ds,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
gand,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
drill,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
bris,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
bib,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
tiend,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ndr,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
prei,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
nab,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
pimn,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
zin,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
box,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
kris,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ky,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ceys,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
jad,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
bias,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
but,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
juon,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
cuon,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
sog,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
sn,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
ys,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
hei,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
xas,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
guj,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
lou,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
cav,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
tux,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
raz,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
cus,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
qan,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
lik,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
fris,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
dem,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
cous,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
lais,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
yar,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
luiz,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
gy,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
clac,0.0,0.0,0.0,1.4362450808605981e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4362450808605981e-05
