,Ceele_1,Ceele_2,Ceele_3,Ceele_4,Ceele_5,Ceele_6,Ceele_7,cuentos_1,cuentos_2,cuentos_3,cuentos_4,cuentos_5,cuentos_6,cuentos_7,excale_1,excale_2,excale_3,excale_4,excale_5,excale_6,excale_7
ahy,0.0,0.0,0.00016907599966184801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aia,0.0,0.0,0.0,4.605960112385427e-05,0.0,9.763718023823472e-05,0.0,0.0,0.0,0.00016812373907195696,0.0,0.0,0.0,0.0006218905472636816,0.0004940711462450593,0.0004054601973239627,0.0005686341407938133,7.851142341210646e-05,0.00037593984962406017,0.0007427581084426838,0.0010635469290082426
aib,0.0,0.0,0.0,0.0,0.0,0.0,3.441748408191361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851142341210646e-05,0.0,0.0,0.0
aic,0.0,0.00016136840406648378,0.0,0.0,0.0,0.0,3.441748408191361e-05,0.0,0.0001837897445322551,0.00016812373907195696,0.0,0.0,0.0,0.0001554726368159204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aid,0.0,0.0,8.453799983092401e-05,4.605960112385427e-05,0.0,0.0,0.0,0.0,0.0,0.00016812373907195696,0.0,0.0002581311306143521,0.0006289308176100629,0.0001554726368159204,0.0,0.0,0.0,0.0,0.0,0.0002475860361475613,0.00026588673225206064
aie,0.0,0.0,0.0,0.0,0.0,0.0,3.441748408191361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aig,0.0,0.00016136840406648378,0.0,0.0,0.00020868113522537563,9.763718023823472e-05,0.00013766993632765445,0.00023849272597185786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011372682815876265,0.0,0.00037593984962406017,0.0,0.0
ail,0.0,0.0,0.0,0.00023029800561927133,0.0,0.0,3.441748408191361e-05,0.0,0.0,0.0,0.0,0.0,0.00015723270440251572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aim,0.0,0.00032273680813296756,0.0,0.0,0.0,0.0,3.441748408191361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ain,0.0,0.0,0.000253613999492772,9.211920224770853e-05,0.00010434056761268782,0.0,6.883496816382722e-05,0.0,0.0005513692335967653,0.0,0.0,0.00012906556530717606,0.00015723270440251572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiq,0.0,0.0,0.0,4.605960112385427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air,0.0009246417013407304,0.00032273680813296756,0.000591765998816468,0.000506655612362397,0.00041736227045075126,0.0003905487209529389,0.0002753398726553089,0.0,0.0,0.0003362474781439139,0.00031496062992125983,0.0,0.0,0.0,0.003458498023715415,0.0036491417759156645,0.003525531672921642,0.004553662557902175,0.004887218045112782,0.006189650903689032,0.003988300983780909
ais,0.0,0.00016136840406648378,0.00016907599966184801,0.00036847680899083413,0.0,0.00019527436047646945,0.0002409223885733953,0.0,0.0,0.0003362474781439139,0.00031496062992125983,0.0002581311306143521,0.00015723270440251572,0.0,0.0,0.0,0.00011372682815876265,0.00023553427023631938,0.0,0.0002475860361475613,0.00026588673225206064
ait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001554726368159204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiz,0.0,0.0,0.0,0.0,0.0,0.00019527436047646945,0.0,0.00023849272597185786,0.0001837897445322551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aja,0.0009246417013407304,0.0019364208487978054,0.001859835996280328,0.0012436092303440651,0.0014607679465776294,0.0011716461628588166,0.0014799518155222853,0.002146434533746721,0.0003675794890645102,0.0005043712172158709,0.0006299212598425197,0.0003871966959215281,0.0004716981132075472,0.0012437810945273632,0.0014822134387351778,0.002162454385727801,0.0017059024223814397,0.0019627855853026617,0.0020676691729323306,0.0014855162168853676,0.0015953203935123637
aje,0.0,0.00032273680813296756,0.0,9.211920224770853e-05,0.0,0.0,3.441748408191361e-05,0.0,0.0007351589781290203,0.0,0.00047244094488188977,0.0005162622612287042,0.0007861635220125787,0.0006218905472636816,0.0,0.00013515339910798757,0.0,0.00015702284682421293,0.00018796992481203009,0.0,0.0007976601967561818
aji,0.0,0.0,0.0,4.605960112385427e-05,0.0,0.0,3.441748408191361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851142341210646e-05,0.00018796992481203009,0.0,0.0
ajo,0.0004623208506703652,0.00048410521219945134,0.000507227998985544,0.00046059601123854267,0.00041736227045075126,0.0,0.00020650490449148167,0.00023849272597185786,0.0012865282117257857,0.0016812373907195697,0.00015748031496062991,0.0006453278265358802,0.00031446540880503143,0.0006218905472636816,0.004446640316205534,0.0012163805919718882,0.0018196292505402024,0.0021198084321268746,0.0016917293233082707,0.002723446397623174,0.0023929805902685457
ajr,0.0,0.0,0.0,4.605960112385427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aju,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013515339910798757,0.00011372682815876265,0.0,0.0,0.0,0.0
ala,0.0009246417013407304,0.0006454736162659351,0.00084537999830924,0.001013311224724794,0.0009390651085141904,0.0006834602616676431,0.000619514713474445,0.0011924636298592892,0.001654107700790296,0.0008406186953597848,0.0006299212598425197,0.0002581311306143521,0.0006289308176100629,0.001554726368159204,0.0,0.0005406135964319503,0.000341180484476288,0.00031404569364842585,0.00037593984962406017,0.0019806882891804903,0.0018612071257644244
alb,0.0004623208506703652,0.0,8.453799983092401e-05,0.0,0.0006260434056761269,0.0,0.00017208742040956807,0.0,0.0,0.0,0.00031496062992125983,0.0002581311306143521,0.00031446540880503143,0.0,0.0,0.0,0.0004549073126350506,0.0,0.0,0.0,0.0
alc,0.0,0.0,0.00033815199932369603,0.00036847680899083413,0.00031302170283806343,0.00029291154071470416,0.00017208742040956807,0.0,0.0,0.00016812373907195696,0.00047244094488188977,0.0009034589571502323,0.0,0.0,0.0,0.0,0.00011372682815876265,7.851142341210646e-05,0.0005639097744360903,0.0,0.0
ald,0.0,0.0,8.453799983092401e-05,0.00041453641011468843,0.00041736227045075126,0.0006834602616676431,0.000619514713474445,0.00023849272597185786,0.0001837897445322551,0.00016812373907195696,0.00031496062992125983,0.0,0.00015723270440251572,0.0,0.0,0.0,0.000341180484476288,0.0,0.00018796992481203009,0.0,0.0
ale,0.0013869625520110957,0.0016136840406648378,0.001014455997971088,0.0012896688314679196,0.001147746243739566,0.0018551064245264596,0.0013422818791946308,0.0028619127116622945,0.0012865282117257857,0.0003362474781439139,0.003307086614173228,0.002968508002065049,0.001729559748427673,0.0018656716417910447,0.0004940711462450593,0.0004054601973239627,0.0004549073126350506,0.001020648504357384,0.0005639097744360903,0.0009903441445902451,0.0007976601967561818
alf,0.0,0.0,0.000253613999492772,0.00018423840449541707,0.0,9.763718023823472e-05,3.441748408191361e-05,0.00023849272597185786,0.0,0.0,0.0,0.0,0.0,0.0001554726368159204,0.0,0.00013515339910798757,0.0,0.0,0.0,0.0002475860361475613,0.0
