,CV,CVC,V,VC,CVV,CCV,CVVC,CCVC,VV,C,CCVV,CCVVC,CC,CVCC,VVC,VCC,CCVCC,CVVV,CVVCC,VCCC,CCC,VVCC,VVV,CVCCC,CVVCCC,CCCV,Total
Ceele,0.45592163846838824,0.17639962083129865,0.09897164852210381,0.08113348461781518,0.07118030620745124,0.05301180593456467,0.022663947375980237,0.019173871829488983,0.005328469249992819,0.0073535748140062624,0.0024128917358458048,0.003619337603768707,0.0010340964582196306,0.0008042972452819349,0.00011489960646884785,0.0003877861718323615,8.617470485163588e-05,7.181225404302991e-05,8.617470485163588e-05,8.617470485163588e-05,7.181225404302991e-05,1.4362450808605981e-05,2.8724901617211963e-05,1.4362450808605981e-05,1.4362450808605981e-05,1.4362450808605981e-05,1.0
cuentos,0.4739538855678907,0.20712080404650857,0.06953294357222624,0.07514944491887275,0.06250410562963936,0.052880509754976025,0.03225382644682388,0.014681731590356698,0.002726138080536031,0.0012481114103658937,0.0030217434145700583,0.0014780266701701374,0.0004926755567233791,0.0007882808907574066,0.0009853511134467583,0.000558365630953163,0.0003284503711489194,9.853511134467582e-05,0.0,0.0,0.0,0.00013138014845956775,6.569007422978388e-05,0.0,0.0,0.0,1.0
excale,0.4862440504210471,0.13504890423139285,0.11151210837386892,0.08394790522516868,0.07845598619174643,0.04995031120874523,0.03713583346409331,0.006564150844709451,0.007061038757257178,0.0004968879125477274,0.001935247659396412,0.0007061038757257179,0.00010460798158899524,0.00020921596317799047,0.0005753438987394739,5.230399079449762e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Total,1.416119574457326,0.5185693291092001,0.280016700468199,0.2402308347618566,0.21214039802883702,0.15584262689828593,0.09205360728689743,0.04041975426455514,0.015115646087786028,0.009098574136919885,0.007369882809812275,0.005803468149664563,0.001631379996532005,0.001801794099217332,0.0016755946186550802,0.000998455793580022,0.0004146250760005553,0.00017034736538770572,8.617470485163588e-05,8.617470485163588e-05,7.181225404302991e-05,0.00014574259926817374,9.441497584699584e-05,1.4362450808605981e-05,1.4362450808605981e-05,1.4362450808605981e-05,3.0
