,vien,cuan,guas,nues,cion,bien,tien,pues,fuer,cuen,dios,sion,mien,juan,cien,siem,puer,luis,dias,bier,dien,tiem,rias,pais,cias,vier,rios,cuer,muer,quin,nuel,rien,guel,niel,sien,vuel,quet,buen,diar,lien,dian,guez,cuar,guar,quer,pios,ruiz,mion,tian,duar,bian,cues,fies,ques,riel,tios,cier,rior,pies,gual,rian,cios,diaz,rial,raul,cial,nian,gues,vian,pier,saul,nion,huer,bios,cual,cian,suer,seis,buel,fuen,mies,diez,pion,guir,pien,sias,mues,sios,tual,mier,nien,ciar,sier,ries,nias,lian,puen,tion,ruis,piel,duer,guos,tein,lain,suel,ciem,quel,qien,gion,pian,dial,said,quis,duos,reir,riar,tier,tias,cuel,dual,viem,quez,mias,sior,sian,beis,ceis,biar,juer,quen,piar,dier,lias,nuen,dies,gios,zien,cies,mios,hian,guen,tuar,hier,liar,jair,tuas,qued,gail,luiz,lios,feis,faus,jias,lour,quir,zaul,cous,puel,mual,duit,paul,jueg,nayn,cuon,juon,bias,ceys,duis,miom,saun,quec,quan,dion,biel,tues,riam,lais,haus,siar,mian,nial,hias,xion,vein,sual,coin,nais,dues,tuir,tuen,viar,miel,gias,reis,heim,maiz,raiz,maus,dair,muel,seys,fien,ciel,bion,bain,pias,guin,sair,juas,buir,huas,hair,gien,cuem,mied,hues,fiel,vios,biem,Total
Ceele_1,0.0,0.0002512562814070352,0.0,0.001256281407035176,0.0002512562814070352,0.0007537688442211055,0.001507537688442211,0.0002512562814070352,0.0,0.0005025125628140704,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0005025125628140704,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008793969849246231
Ceele_2,0.0020100502512562816,0.0007537688442211055,0.0,0.002763819095477387,0.0010050251256281408,0.0035175879396984926,0.0032663316582914573,0.0002512562814070352,0.0,0.0007537688442211055,0.0017587939698492463,0.0005025125628140704,0.0010050251256281408,0.0007537688442211055,0.0002512562814070352,0.0,0.0,0.0,0.0,0.001256281407035176,0.0002512562814070352,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0010050251256281408,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0007537688442211055,0.0002512562814070352,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0007537688442211055,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030653266331658293
Ceele_3,0.001256281407035176,0.0017587939698492463,0.0,0.00728643216080402,0.003015075376884422,0.0022613065326633165,0.004773869346733669,0.0002512562814070352,0.0,0.002512562814070352,0.002763819095477387,0.001507537688442211,0.0,0.0010050251256281408,0.0,0.0005025125628140704,0.0010050251256281408,0.002512562814070352,0.0007537688442211055,0.0007537688442211055,0.0002512562814070352,0.0,0.0002512562814070352,0.0005025125628140704,0.0,0.0002512562814070352,0.0,0.0,0.0,0.001507537688442211,0.0002512562814070352,0.0,0.0010050251256281408,0.0002512562814070352,0.0,0.0,0.0010050251256281408,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.001256281407035176,0.0002512562814070352,0.0,0.0002512562814070352,0.0005025125628140704,0.0005025125628140704,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0007537688442211055,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.05075376884422111
Ceele_4,0.0017587939698492463,0.0052763819095477385,0.0007537688442211055,0.011809045226130653,0.005025125628140704,0.004522613065326633,0.007788944723618091,0.0007537688442211055,0.0,0.004773869346733669,0.004271356783919598,0.005025125628140704,0.0020100502512562816,0.002763819095477387,0.0002512562814070352,0.0002512562814070352,0.0022613065326633165,0.0010050251256281408,0.0007537688442211055,0.001256281407035176,0.0,0.0,0.0010050251256281408,0.0017587939698492463,0.0005025125628140704,0.001507537688442211,0.0002512562814070352,0.0002512562814070352,0.0,0.0007537688442211055,0.001256281407035176,0.0005025125628140704,0.0002512562814070352,0.0017587939698492463,0.0007537688442211055,0.0,0.001256281407035176,0.0002512562814070352,0.0007537688442211055,0.0,0.0,0.001256281407035176,0.0007537688442211055,0.0005025125628140704,0.0007537688442211055,0.0005025125628140704,0.0010050251256281408,0.001507537688442211,0.0005025125628140704,0.0005025125628140704,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0010050251256281408,0.0005025125628140704,0.0,0.0,0.0005025125628140704,0.0005025125628140704,0.0005025125628140704,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0005025125628140704,0.0,0.0,0.0002512562814070352,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0007537688442211055,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09698492462311557
Ceele_5,0.0005025125628140704,0.0020100502512562816,0.0,0.005778894472361809,0.002512562814070352,0.004271356783919598,0.004522613065326633,0.0,0.0002512562814070352,0.0010050251256281408,0.001507537688442211,0.0037688442211055275,0.001507537688442211,0.0,0.0002512562814070352,0.0007537688442211055,0.0010050251256281408,0.0002512562814070352,0.0002512562814070352,0.001507537688442211,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0007537688442211055,0.0,0.0,0.0,0.0010050251256281408,0.001256281407035176,0.0,0.0005025125628140704,0.0005025125628140704,0.0002512562814070352,0.0,0.0007537688442211055,0.0,0.0007537688442211055,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0002512562814070352,0.0007537688442211055,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0002512562814070352,0.0,0.0005025125628140704,0.0005025125628140704,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0457286432160804
Ceele_6,0.0010050251256281408,0.0007537688442211055,0.0,0.006030150753768844,0.0022613065326633165,0.0022613065326633165,0.004773869346733669,0.0,0.0,0.0022613065326633165,0.0032663316582914573,0.002512562814070352,0.001256281407035176,0.0002512562814070352,0.0,0.0,0.0007537688442211055,0.001256281407035176,0.0005025125628140704,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0005025125628140704,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0010050251256281408,0.0010050251256281408,0.0002512562814070352,0.0002512562814070352,0.0005025125628140704,0.0010050251256281408,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0005025125628140704,0.0007537688442211055,0.0007537688442211055,0.0005025125628140704,0.0007537688442211055,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0007537688442211055,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044221105527638194
Ceele_7,0.002512562814070352,0.006532663316582915,0.0005025125628140704,0.01457286432160804,0.00628140703517588,0.0092964824120603,0.012060301507537688,0.0005025125628140704,0.0,0.007035175879396985,0.0037688442211055275,0.004271356783919598,0.002512562814070352,0.003015075376884422,0.0005025125628140704,0.0005025125628140704,0.002512562814070352,0.003015075376884422,0.0007537688442211055,0.0010050251256281408,0.0007537688442211055,0.0,0.0007537688442211055,0.0017587939698492463,0.0007537688442211055,0.001507537688442211,0.0005025125628140704,0.0002512562814070352,0.0,0.0002512562814070352,0.001507537688442211,0.0,0.0007537688442211055,0.0010050251256281408,0.0,0.0,0.0,0.0,0.0017587939698492463,0.0002512562814070352,0.0,0.0007537688442211055,0.001507537688442211,0.0002512562814070352,0.001256281407035176,0.0002512562814070352,0.0002512562814070352,0.0,0.001256281407035176,0.001507537688442211,0.0002512562814070352,0.0,0.0002512562814070352,0.0005025125628140704,0.0010050251256281408,0.001256281407035176,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0007537688442211055,0.0002512562814070352,0.0007537688442211055,0.0017587939698492463,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0005025125628140704,0.0007537688442211055,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0010050251256281408,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0005025125628140704,0.0,0.0,0.0002512562814070352,0.0,0.0005025125628140704,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11934673366834171
cuentos_1,0.0005025125628140704,0.0032663316582914573,0.0002512562814070352,0.0,0.0005025125628140704,0.001256281407035176,0.0,0.0002512562814070352,0.0,0.0032663316582914573,0.0002512562814070352,0.0,0.0,0.0,0.0010050251256281408,0.001507537688442211,0.0005025125628140704,0.0,0.0002512562814070352,0.0007537688442211055,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0010050251256281408,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0007537688442211055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0005025125628140704,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021859296482412062
cuentos_2,0.0,0.0017587939698492463,0.0,0.0007537688442211055,0.0022613065326633165,0.0005025125628140704,0.0002512562814070352,0.0005025125628140704,0.0007537688442211055,0.0,0.0002512562814070352,0.0,0.0007537688442211055,0.0,0.0007537688442211055,0.001256281407035176,0.0,0.0,0.0010050251256281408,0.0,0.0005025125628140704,0.0007537688442211055,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0005025125628140704,0.0,0.0007537688442211055,0.0,0.0,0.0007537688442211055,0.0005025125628140704,0.0,0.0005025125628140704,0.0002512562814070352,0.0007537688442211055,0.0005025125628140704,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.001256281407035176,0.0002512562814070352,0.0,0.0005025125628140704,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0010050251256281408,0.001256281407035176,0.0002512562814070352,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0007537688442211055,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029396984924623115
cuentos_3,0.0005025125628140704,0.001256281407035176,0.0,0.0020100502512562816,0.003015075376884422,0.0020100502512562816,0.0007537688442211055,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.002512562814070352,0.0,0.001507537688442211,0.0007537688442211055,0.0,0.0,0.0002512562814070352,0.0,0.0010050251256281408,0.0005025125628140704,0.0,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0010050251256281408,0.0007537688442211055,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0010050251256281408,0.0,0.0002512562814070352,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0005025125628140704,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0007537688442211055,0.0007537688442211055,0.001256281407035176,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0007537688442211055,0.0,0.0005025125628140704,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0002512562814070352,0.0005025125628140704,0.0002512562814070352,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005025125628140704,0.0,0.0002512562814070352,0.0,0.0002512562814070352,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0002512562814070352,0.0002512562814070352,0.0002512562814070352,0.0,0.034673366834170855
