,que,cue,tie,soy,bia,dia,fue,lio,ria,qui,via,gua,cia,vio,dio,cio,cua,cie,hay,rio,jue,pie,nia,lue,tio,toy,lia,sie,sio,vie,bio,pue,nue,bue,jua,gue,sue,voy,bie,mie,tia,nie,sia,nay,die,boy,gui,mio,pia,pio,ciu,soi,gio,rie,hai,mui,toi,coi,nio,fie,fia,cui,cai,jau,mue,mia,cau,rai,zue,boi,hue,rey,gia,tua,pei,lau,rei,vue,sua,sei,hoy,rue,may,nau,jio,lie,dei,dua,jia,rua,due,rui,hie,nua,cay,sai,vai,doy,nui,jie,tai,zay,mai,siu,lui,nai,pai,doi,nei,ney,say,fui,duo,pau,cei,voi,tue,bai,cey,moi,roy,jai,ray,sau,guo,mau,yue,xia,lai,pay,hua,zia,puo,gey,gei,lay,vei,bay,qua,gou,hei,tui,dey,bei,neu,ley,lei,fio,hau,xio,zio,hio,tau,gie,you,sui,lou,zai,quo,noi,Total
Ceele_1,0.002622553964091184,0.009279806334476498,0.0012104095218882388,0.0024208190437764775,0.0,0.0012104095218882388,0.0,0.0006052047609441194,0.00020173492031470649,0.00020173492031470649,0.0,0.00020173492031470649,0.00040346984062941297,0.0,0.0,0.00020173492031470649,0.00040346984062941297,0.0,0.0014121444422029454,0.0008069396812588259,0.00020173492031470649,0.0014121444422029454,0.0,0.0,0.00020173492031470649,0.00040346984062941297,0.0006052047609441194,0.0006052047609441194,0.0,0.0,0.00040346984062941297,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027234214242485375
Ceele_2,0.009885011095420617,0.021989106314303005,0.007867661892273553,0.006052047609441194,0.0,0.0012104095218882388,0.0,0.00020173492031470649,0.0018156142828323583,0.0016138793625176519,0.00040346984062941297,0.002824288884405891,0.00040346984062941297,0.0,0.0016138793625176519,0.0008069396812588259,0.0012104095218882388,0.0,0.0010086746015735323,0.00040346984062941297,0.0016138793625176519,0.0010086746015735323,0.00020173492031470649,0.0,0.0006052047609441194,0.0006052047609441194,0.00040346984062941297,0.0006052047609441194,0.00040346984062941297,0.00020173492031470649,0.0008069396812588259,0.00020173492031470649,0.0012104095218882388,0.0,0.0,0.0006052047609441194,0.00020173492031470649,0.0008069396812588259,0.0,0.00020173492031470649,0.0,0.0,0.0012104095218882388,0.0006052047609441194,0.0,0.0010086746015735323,0.00020173492031470649,0.00040346984062941297,0.0008069396812588259,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07544886019770022
Ceele_3,0.014524914262658867,0.04397821262860601,0.015533588864232398,0.011902360298567682,0.0,0.002622553964091184,0.0,0.0,0.0032277587250353038,0.0014121444422029454,0.0,0.00342949364535001,0.0014121444422029454,0.00020173492031470649,0.0018156142828323583,0.0008069396812588259,0.00342949364535001,0.0,0.003026023804720597,0.0018156142828323583,0.0020173492031470646,0.002622553964091184,0.0014121444422029454,0.0,0.0,0.002622553964091184,0.0006052047609441194,0.0006052047609441194,0.0006052047609441194,0.00020173492031470649,0.00020173492031470649,0.00040346984062941297,0.0016138793625176519,0.0010086746015735323,0.0006052047609441194,0.0008069396812588259,0.0,0.0010086746015735323,0.0006052047609441194,0.00040346984062941297,0.0010086746015735323,0.00040346984062941297,0.00020173492031470649,0.0012104095218882388,0.0,0.0012104095218882388,0.0006052047609441194,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.0008069396812588259,0.0008069396812588259,0.0,0.00020173492031470649,0.00040346984062941297,0.0,0.00040346984062941297,0.0006052047609441194,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.0,0.00040346984062941297,0.0,0.0006052047609441194,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.00020173492031470649,0.0010086746015735323,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0008069396812588259,0.0,0.0,0.0,0.0006052047609441194,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.14141617914060925
Ceele_4,0.031874117409723624,0.06697599354448255,0.025015130119023603,0.015937058704861812,0.00040346984062941297,0.005245107928182368,0.0008069396812588259,0.0010086746015735323,0.005648577768811782,0.006253782529755901,0.00040346984062941297,0.0064555174500706075,0.0010086746015735323,0.00040346984062941297,0.002824288884405891,0.0014121444422029454,0.005245107928182368,0.0008069396812588259,0.005245107928182368,0.0018156142828323583,0.004841638087552955,0.0036312285656647167,0.00020173492031470649,0.0010086746015735323,0.0008069396812588259,0.0036312285656647167,0.004034698406294129,0.0018156142828323583,0.0014121444422029454,0.0016138793625176519,0.0006052047609441194,0.0014121444422029454,0.0012104095218882388,0.0022190841234617713,0.00020173492031470649,0.0012104095218882388,0.00040346984062941297,0.0018156142828323583,0.0016138793625176519,0.00020173492031470649,0.00020173492031470649,0.0016138793625176519,0.0006052047609441194,0.0018156142828323583,0.00040346984062941297,0.0010086746015735323,0.0010086746015735323,0.00040346984062941297,0.0008069396812588259,0.0,0.00020173492031470649,0.0012104095218882388,0.0012104095218882388,0.00020173492031470649,0.00040346984062941297,0.0,0.0010086746015735323,0.0,0.00040346984062941297,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0008069396812588259,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.00040346984062941297,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0006052047609441194,0.0,0.0,0.0,0.00020173492031470649,0.00040346984062941297,0.00020173492031470649,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.0,0.00040346984062941297,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.23885414565261245
Ceele_5,0.011902360298567682,0.03247932217066774,0.010691950776679443,0.007262457131329433,0.00040346984062941297,0.002622553964091184,0.0,0.00040346984062941297,0.004639903167238249,0.0022190841234617713,0.0006052047609441194,0.002622553964091184,0.0010086746015735323,0.0006052047609441194,0.0008069396812588259,0.00040346984062941297,0.003026023804720597,0.00040346984062941297,0.0022190841234617713,0.0006052047609441194,0.0016138793625176519,0.0014121444422029454,0.0008069396812588259,0.00020173492031470649,0.00040346984062941297,0.0018156142828323583,0.0010086746015735323,0.00040346984062941297,0.0012104095218882388,0.00040346984062941297,0.0,0.00040346984062941297,0.00040346984062941297,0.0008069396812588259,0.00020173492031470649,0.0010086746015735323,0.00020173492031470649,0.0014121444422029454,0.0008069396812588259,0.0,0.0,0.0,0.0,0.0010086746015735323,0.0,0.00040346984062941297,0.0,0.00040346984062941297,0.0,0.00020173492031470649,0.0,0.00040346984062941297,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.00040346984062941297,0.00020173492031470649,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.10550736332459149
Ceele_6,0.010490215856364737,0.034496671373814805,0.011297155537623563,0.01028848093605003,0.00040346984062941297,0.004236433326608836,0.00020173492031470649,0.00020173492031470649,0.002622553964091184,0.002622553964091184,0.00040346984062941297,0.00342949364535001,0.0008069396812588259,0.0,0.0006052047609441194,0.0014121444422029454,0.002824288884405891,0.00040346984062941297,0.00040346984062941297,0.0016138793625176519,0.0032277587250353038,0.0012104095218882388,0.00020173492031470649,0.00040346984062941297,0.0,0.0022190841234617713,0.0018156142828323583,0.0014121444422029454,0.0014121444422029454,0.0,0.0,0.00020173492031470649,0.0012104095218882388,0.00020173492031470649,0.00040346984062941297,0.0008069396812588259,0.0,0.0008069396812588259,0.0008069396812588259,0.0,0.00040346984062941297,0.00020173492031470649,0.00020173492031470649,0.0006052047609441194,0.00040346984062941297,0.00020173492031470649,0.00040346984062941297,0.0006052047609441194,0.00020173492031470649,0.0,0.0,0.0006052047609441194,0.00020173492031470649,0.0006052047609441194,0.0,0.0006052047609441194,0.0006052047609441194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040346984062941297,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0006052047609441194,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.00040346984062941297,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153923744200121
Ceele_7,0.031268912648779505,0.08654428081500908,0.022997780915876537,0.019164817429897115,0.00040346984062941297,0.006253782529755901,0.0008069396812588259,0.0020173492031470646,0.008271131732902965,0.011902360298567682,0.0010086746015735323,0.008069396812588258,0.0022190841234617713,0.00020173492031470649,0.002622553964091184,0.0024208190437764775,0.007464192051644139,0.0014121444422029454,0.004236433326608836,0.0022190841234617713,0.0058503126891264875,0.0044381682469235425,0.00342949364535001,0.0008069396812588259,0.0018156142828323583,0.004236433326608836,0.0018156142828323583,0.004236433326608836,0.002622553964091184,0.0020173492031470646,0.0006052047609441194,0.0008069396812588259,0.0010086746015735323,0.0024208190437764775,0.0006052047609441194,0.0016138793625176519,0.00020173492031470649,0.0008069396812588259,0.0022190841234617713,0.00040346984062941297,0.0032277587250353038,0.00020173492031470649,0.0012104095218882388,0.0022190841234617713,0.00020173492031470649,0.0016138793625176519,0.0010086746015735323,0.0008069396812588259,0.0016138793625176519,0.0008069396812588259,0.0,0.0018156142828323583,0.0006052047609441194,0.00040346984062941297,0.0010086746015735323,0.0010086746015735323,0.0012104095218882388,0.0,0.0006052047609441194,0.0010086746015735323,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.0,0.00020173492031470649,0.0006052047609441194,0.0012104095218882388,0.00020173492031470649,0.00040346984062941297,0.0,0.0,0.00040346984062941297,0.0,0.00020173492031470649,0.00040346984062941297,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.00040346984062941297,0.0,0.00040346984062941297,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0,0.0,0.00040346984062941297,0.0,0.00040346984062941297,0.0,0.00020173492031470649,0.00040346984062941297,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.0,0.0,0.0006052047609441194,0.0,0.0,0.0006052047609441194,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.0,0.00020173492031470649,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.0,0.00020173492031470649,0.00040346984062941297,0.0,0.0,0.0,0.0,0.0,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.0,0.00020173492031470649,0.00020173492031470649,0.00020173492031470649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2961468630219891
cuentos_1,0.05937992643194955,0.005780346820809248,0.004729374671571204,0.0015764582238570678,0.0,0.0015764582238570678,0.0,0.0,0.0010509721492380452,0.0036784025223331584,0.0005254860746190226,0.006305832895428271,0.0015764582238570678,0.0005254860746190226,0.004729374671571204,0.0010509721492380452,0.0010509721492380452,0.0010509721492380452,0.0010509721492380452,0.0015764582238570678,0.0021019442984760903,0.0,0.0021019442984760903,0.0015764582238570678,0.0015764582238570678,0.0005254860746190226,0.0005254860746190226,0.0010509721492380452,0.0,0.0021019442984760903,0.0005254860746190226,0.004203888596952181,0.0010509721492380452,0.0015764582238570678,0.0,0.005780346820809248,0.0005254860746190226,0.0015764582238570678,0.0021019442984760903,0.0,0.0,0.0015764582238570678,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0015764582238570678,0.0,0.0021019442984760903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015764582238570678,0.0005254860746190226,0.0005254860746190226,0.0036784025223331584,0.0,0.0,0.0,0.0,0.0,0.0010509721492380452,0.0,0.0,0.0,0.0005254860746190226,0.0,0.0005254860746190226,0.0010509721492380452,0.0,0.0,0.0015764582238570678,0.002627430373095113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010509721492380452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14766158696794535
cuentos_2,0.05465055176037835,0.0,0.0031529164477141357,0.0,0.004203888596952181,0.006305832895428271,0.0021019442984760903,0.0,0.0036784025223331584,0.004729374671571204,0.004203888596952181,0.002627430373095113,0.009458749343142408,0.0010509721492380452,0.0021019442984760903,0.002627430373095113,0.0,0.0015764582238570678,0.0036784025223331584,0.0021019442984760903,0.0,0.0010509721492380452,0.0015764582238570678,0.0005254860746190226,0.0005254860746190226,0.0,0.0,0.0036784025223331584,0.0010509721492380452,0.002627430373095113,0.0005254860746190226,0.0015764582238570678,0.0036784025223331584,0.0015764582238570678,0.0,0.002627430373095113,0.002627430373095113,0.0005254860746190226,0.0,0.0,0.0015764582238570678,0.0015764582238570678,0.0005254860746190226,0.0,0.004729374671571204,0.0,0.0005254860746190226,0.0005254860746190226,0.0010509721492380452,0.0005254860746190226,0.0,0.0,0.0,0.0010509721492380452,0.0,0.0,0.0,0.0,0.0010509721492380452,0.0005254860746190226,0.0005254860746190226,0.0005254860746190226,0.0,0.0,0.0,0.0005254860746190226,0.0010509721492380452,0.0005254860746190226,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010509721492380452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005254860746190226,0.0,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15186547556489752
cuentos_3,0.05044666316342617,0.0005254860746190226,0.0015764582238570678,0.0015764582238570678,0.004729374671571204,0.006831318970047294,0.0036784025223331584,0.0010509721492380452,0.0036784025223331584,0.006305832895428271,0.0021019442984760903,0.002627430373095113,0.007356805044666317,0.0015764582238570678,0.0036784025223331584,0.006305832895428271,0.0010509721492380452,0.0021019442984760903,0.0010509721492380452,0.004203888596952181,0.0,0.0005254860746190226,0.004203888596952181,0.0,0.0021019442984760903,0.0010509721492380452,0.0,0.0005254860746190226,0.0021019442984760903,0.0021019442984760903,0.0005254860746190226,0.004729374671571204,0.0005254860746190226,0.0015764582238570678,0.0,0.0005254860746190226,0.002627430373095113,0.0,0.0005254860746190226,0.0,0.0005254860746190226,0.0,0.0010509721492380452,0.0,0.0010509721492380452,0.0,0.0005254860746190226,0.0,0.0005254860746190226,0.0010509721492380452,0.0005254860746190226,0.0,0.0010509721492380452,0.0,0.0,0.0,0.0,0.0,0.0005254860746190226,0.0005254860746190226,0.0,0.0,0.0005254860746190226,0.0,0.0010509721492380452,0.0010509721492380452,0.0015764582238570678,0.0,0.0021019442984760903,0.0,0.0005254860746190226,0.0005254860746190226,0.0,0.0005254860746190226,0.0,0.0005254860746190226,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005254860746190226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15396741986337362
