,que,cue,tie,soy,bia,dia,fue,lio,ria,qui,via,gua,cia,vio,dio,cio,cua,cie,hay,rio,jue,pie,nia,lue,tio,toy,lia,sie,sio,vie,bio,pue,nue,bue,jua,gue,sue,voy,bie,mie,tia,nie,sia,nay,die,boy,gui,mio,pia,pio,ciu,soi,gio,rie,hai,mui,toi,coi,nio,fie,fia,cui,cai,jau,mue,mia,cau,rai,zue,boi,hue,rey,gia,tua,pei,lau,rei,vue,sua,sei,hoy,rue,may,nau,jio,lie,dei,dua,jia,rua,due,rui,hie,nua,cay,sai,vai,doy,nui,jie,tai,zay,mai,siu,lui,nai,pai,doi,nei,ney,say,fui,duo,pau,cei,voi,tue,bai,cey,moi,roy,jai,ray,sau,guo,mau,yue,xia,lai,pay,hua,zia,puo,gey,gei,lay,vei,bay,qua,gou,hei,tui,dey,bei,neu,ley,lei,fio,hau,xio,zio,hio,tau,gie,you,sui,lou,zai,quo,noi,Total
Ceele_1,0.0013184584178498986,0.004665314401622718,0.0006085192697768763,0.0012170385395537525,0.0,0.0006085192697768763,0.0,0.00030425963488843813,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.0007099391480730223,0.00040567951318458417,0.00010141987829614604,0.0007099391480730223,0.0,0.0,0.00010141987829614604,0.00020283975659229209,0.00030425963488843813,0.00030425963488843813,0.0,0.0,0.00020283975659229209,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013691683569979716
Ceele_2,0.004969574036511156,0.011054766734279919,0.003955375253549696,0.0030425963488843813,0.0,0.0006085192697768763,0.0,0.00010141987829614604,0.0009127789046653144,0.0008113590263691683,0.00020283975659229209,0.0014198782961460446,0.00020283975659229209,0.0,0.0008113590263691683,0.00040567951318458417,0.0006085192697768763,0.0,0.0005070993914807302,0.00020283975659229209,0.0008113590263691683,0.0005070993914807302,0.00010141987829614604,0.0,0.00030425963488843813,0.00030425963488843813,0.00020283975659229209,0.00030425963488843813,0.00020283975659229209,0.00010141987829614604,0.00040567951318458417,0.00010141987829614604,0.0006085192697768763,0.0,0.0,0.00030425963488843813,0.00010141987829614604,0.00040567951318458417,0.0,0.00010141987829614604,0.0,0.0,0.0006085192697768763,0.00030425963488843813,0.0,0.0005070993914807302,0.00010141987829614604,0.00020283975659229209,0.00040567951318458417,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03793103448275862
Ceele_3,0.007302231237322515,0.022109533468559837,0.007809330628803245,0.0059837728194726165,0.0,0.0013184584178498986,0.0,0.0,0.0016227180527383367,0.0007099391480730223,0.0,0.0017241379310344827,0.0007099391480730223,0.00010141987829614604,0.0009127789046653144,0.00040567951318458417,0.0017241379310344827,0.0,0.0015212981744421906,0.0009127789046653144,0.0010141987829614604,0.0013184584178498986,0.0007099391480730223,0.0,0.0,0.0013184584178498986,0.00030425963488843813,0.00030425963488843813,0.00030425963488843813,0.00010141987829614604,0.00010141987829614604,0.00020283975659229209,0.0008113590263691683,0.0005070993914807302,0.00030425963488843813,0.00040567951318458417,0.0,0.0005070993914807302,0.00030425963488843813,0.00020283975659229209,0.0005070993914807302,0.00020283975659229209,0.00010141987829614604,0.0006085192697768763,0.0,0.0006085192697768763,0.00030425963488843813,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.00040567951318458417,0.00040567951318458417,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.00020283975659229209,0.00030425963488843813,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.00030425963488843813,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.0005070993914807302,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00040567951318458417,0.0,0.0,0.0,0.00030425963488843813,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.07109533468559838
Ceele_4,0.016024340770791075,0.033671399594320486,0.01257606490872211,0.008012170385395537,0.00020283975659229209,0.002636916835699797,0.00040567951318458417,0.0005070993914807302,0.002839756592292089,0.0031440162271805273,0.00020283975659229209,0.0032454361054766734,0.0005070993914807302,0.00020283975659229209,0.0014198782961460446,0.0007099391480730223,0.002636916835699797,0.00040567951318458417,0.002636916835699797,0.0009127789046653144,0.002434077079107505,0.0018255578093306288,0.00010141987829614604,0.0005070993914807302,0.00040567951318458417,0.0018255578093306288,0.002028397565922921,0.0009127789046653144,0.0007099391480730223,0.0008113590263691683,0.00030425963488843813,0.0007099391480730223,0.0006085192697768763,0.0011156186612576065,0.00010141987829614604,0.0006085192697768763,0.00020283975659229209,0.0009127789046653144,0.0008113590263691683,0.00010141987829614604,0.00010141987829614604,0.0008113590263691683,0.00030425963488843813,0.0009127789046653144,0.00020283975659229209,0.0005070993914807302,0.0005070993914807302,0.00020283975659229209,0.00040567951318458417,0.0,0.00010141987829614604,0.0006085192697768763,0.0006085192697768763,0.00010141987829614604,0.00020283975659229209,0.0,0.0005070993914807302,0.0,0.00020283975659229209,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.00040567951318458417,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.00020283975659229209,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.00030425963488843813,0.0,0.0,0.0,0.00010141987829614604,0.00020283975659229209,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.12008113590263692
Ceele_5,0.0059837728194726165,0.016328600405679513,0.00537525354969574,0.0036511156186612576,0.00020283975659229209,0.0013184584178498986,0.0,0.00020283975659229209,0.002332657200811359,0.0011156186612576065,0.00030425963488843813,0.0013184584178498986,0.0005070993914807302,0.00030425963488843813,0.00040567951318458417,0.00020283975659229209,0.0015212981744421906,0.00020283975659229209,0.0011156186612576065,0.00030425963488843813,0.0008113590263691683,0.0007099391480730223,0.00040567951318458417,0.00010141987829614604,0.00020283975659229209,0.0009127789046653144,0.0005070993914807302,0.00020283975659229209,0.0006085192697768763,0.00020283975659229209,0.0,0.00020283975659229209,0.00020283975659229209,0.00040567951318458417,0.00010141987829614604,0.0005070993914807302,0.00010141987829614604,0.0007099391480730223,0.00040567951318458417,0.0,0.0,0.0,0.0,0.0005070993914807302,0.0,0.00020283975659229209,0.0,0.00020283975659229209,0.0,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00020283975659229209,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.053042596348884384
Ceele_6,0.005273833671399594,0.017342799188640973,0.005679513184584178,0.005172413793103448,0.00020283975659229209,0.002129817444219067,0.00010141987829614604,0.00010141987829614604,0.0013184584178498986,0.0013184584178498986,0.00020283975659229209,0.0017241379310344827,0.00040567951318458417,0.0,0.00030425963488843813,0.0007099391480730223,0.0014198782961460446,0.00020283975659229209,0.00020283975659229209,0.0008113590263691683,0.0016227180527383367,0.0006085192697768763,0.00010141987829614604,0.00020283975659229209,0.0,0.0011156186612576065,0.0009127789046653144,0.0007099391480730223,0.0007099391480730223,0.0,0.0,0.00010141987829614604,0.0006085192697768763,0.00010141987829614604,0.00020283975659229209,0.00040567951318458417,0.0,0.00040567951318458417,0.00040567951318458417,0.0,0.00020283975659229209,0.00010141987829614604,0.00010141987829614604,0.00030425963488843813,0.00020283975659229209,0.00010141987829614604,0.00020283975659229209,0.00030425963488843813,0.00010141987829614604,0.0,0.0,0.00030425963488843813,0.00010141987829614604,0.00030425963488843813,0.0,0.00030425963488843813,0.00030425963488843813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283975659229209,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00030425963488843813,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05801217038539554
Ceele_7,0.015720081135902637,0.043509127789046656,0.011561866125760649,0.009634888438133874,0.00020283975659229209,0.0031440162271805273,0.00040567951318458417,0.0010141987829614604,0.004158215010141988,0.0059837728194726165,0.0005070993914807302,0.004056795131845842,0.0011156186612576065,0.00010141987829614604,0.0013184584178498986,0.0012170385395537525,0.0037525354969574036,0.0007099391480730223,0.002129817444219067,0.0011156186612576065,0.0029411764705882353,0.002231237322515213,0.0017241379310344827,0.00040567951318458417,0.0009127789046653144,0.002129817444219067,0.0009127789046653144,0.002129817444219067,0.0013184584178498986,0.0010141987829614604,0.00030425963488843813,0.00040567951318458417,0.0005070993914807302,0.0012170385395537525,0.00030425963488843813,0.0008113590263691683,0.00010141987829614604,0.00040567951318458417,0.0011156186612576065,0.00020283975659229209,0.0016227180527383367,0.00010141987829614604,0.0006085192697768763,0.0011156186612576065,0.00010141987829614604,0.0008113590263691683,0.0005070993914807302,0.00040567951318458417,0.0008113590263691683,0.00040567951318458417,0.0,0.0009127789046653144,0.00030425963488843813,0.00020283975659229209,0.0005070993914807302,0.0005070993914807302,0.0006085192697768763,0.0,0.00030425963488843813,0.0005070993914807302,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.00030425963488843813,0.0006085192697768763,0.00010141987829614604,0.00020283975659229209,0.0,0.0,0.00020283975659229209,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.00020283975659229209,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.00020283975659229209,0.0,0.00010141987829614604,0.00020283975659229209,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.0,0.00030425963488843813,0.0,0.0,0.00030425963488843813,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1488843813387424
cuentos_1,0.011460446247464503,0.0011156186612576065,0.0009127789046653144,0.00030425963488843813,0.0,0.00030425963488843813,0.0,0.0,0.00020283975659229209,0.0007099391480730223,0.00010141987829614604,0.0012170385395537525,0.00030425963488843813,0.00010141987829614604,0.0009127789046653144,0.00020283975659229209,0.00020283975659229209,0.00020283975659229209,0.00020283975659229209,0.00030425963488843813,0.00040567951318458417,0.0,0.00040567951318458417,0.00030425963488843813,0.00030425963488843813,0.00010141987829614604,0.00010141987829614604,0.00020283975659229209,0.0,0.00040567951318458417,0.00010141987829614604,0.0008113590263691683,0.00020283975659229209,0.00030425963488843813,0.0,0.0011156186612576065,0.00010141987829614604,0.00030425963488843813,0.00040567951318458417,0.0,0.0,0.00030425963488843813,0.0,0.0,0.00010141987829614604,0.0,0.0,0.00030425963488843813,0.0,0.00040567951318458417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030425963488843813,0.00010141987829614604,0.00010141987829614604,0.0007099391480730223,0.0,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.00020283975659229209,0.0,0.0,0.00030425963488843813,0.0005070993914807302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028498985801217038
cuentos_2,0.010547667342799188,0.0,0.0006085192697768763,0.0,0.0008113590263691683,0.0012170385395537525,0.00040567951318458417,0.0,0.0007099391480730223,0.0009127789046653144,0.0008113590263691683,0.0005070993914807302,0.0018255578093306288,0.00020283975659229209,0.00040567951318458417,0.0005070993914807302,0.0,0.00030425963488843813,0.0007099391480730223,0.00040567951318458417,0.0,0.00020283975659229209,0.00030425963488843813,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0007099391480730223,0.00020283975659229209,0.0005070993914807302,0.00010141987829614604,0.00030425963488843813,0.0007099391480730223,0.00030425963488843813,0.0,0.0005070993914807302,0.0005070993914807302,0.00010141987829614604,0.0,0.0,0.00030425963488843813,0.00030425963488843813,0.00010141987829614604,0.0,0.0009127789046653144,0.0,0.00010141987829614604,0.00010141987829614604,0.00020283975659229209,0.00010141987829614604,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.00020283975659229209,0.00010141987829614604,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.00010141987829614604,0.00020283975659229209,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029310344827586206
cuentos_3,0.00973630831643002,0.00010141987829614604,0.00030425963488843813,0.00030425963488843813,0.0009127789046653144,0.0013184584178498986,0.0007099391480730223,0.00020283975659229209,0.0007099391480730223,0.0012170385395537525,0.00040567951318458417,0.0005070993914807302,0.0014198782961460446,0.00030425963488843813,0.0007099391480730223,0.0012170385395537525,0.00020283975659229209,0.00040567951318458417,0.00020283975659229209,0.0008113590263691683,0.0,0.00010141987829614604,0.0008113590263691683,0.0,0.00040567951318458417,0.00020283975659229209,0.0,0.00010141987829614604,0.00040567951318458417,0.00040567951318458417,0.00010141987829614604,0.0009127789046653144,0.00010141987829614604,0.00030425963488843813,0.0,0.00010141987829614604,0.0005070993914807302,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.00020283975659229209,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.00020283975659229209,0.00010141987829614604,0.0,0.00020283975659229209,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.00020283975659229209,0.00020283975659229209,0.00030425963488843813,0.0,0.00040567951318458417,0.0,0.00010141987829614604,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.00010141987829614604,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010141987829614604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02971602434077079
