,la,de,ta,ma,se,mi,do,no,ca,to,co,te,sa,pa,na,ra,ni,ba,go,mo,lo,me,ne,re,pe,le,so,ro,mu,su,ga,ti,da,di,ha,li,vo,si,bo,va,vi,yo,po,jo,ce,tu,ri,ci,ya,bi,pi,ju,ja,ve,fi,be,za,nu,fe,cu,lu,gu,fa,pu,du,ho,zo,hi,ge,je,ye,he,bu,xi,gi,ru,fo,hu,yu,fu,ji,ka,ke,yi,ly,zu,xa,qe,xo,vu,dy,wa,zi,xe,ze,ny,ry,cy,zy,ki,qi,qa,sy,qo,ty,ky,we,wi,gy,my,Total
cuentos_4,0.001682955826269551,0.0027637531458921984,0.0007874380471536431,0.0008955177791159078,0.0006947982769002733,0.0003551191193045841,0.0014359164389272316,0.0008646378556981179,0.0006175984683557985,0.001173437089876017,0.000818317970571433,0.0013741565920916516,0.0006330384300646934,0.0008800778174070128,0.0013123967452560717,0.001250636898420492,0.0003859990427223741,0.0005095187363935338,0.00021615946392452946,0.0005867185449380085,0.0005712785832291136,0.000416878966140164,0.0005095187363935338,0.0005712785832291136,0.000401439004431269,0.0004477588895579539,0.0005403986598113236,0.0004940787746846388,0.0003242391958867942,0.0005095187363935338,0.0002470393873423194,0.0006484783917735884,0.0006021585066469036,0.00046319885126684885,0.0005403986598113236,0.0003859990427223741,6.175984683557985e-05,0.0006330384300646934,4.6319885126684886e-05,0.0002470393873423194,0.00015439961708894962,9.263977025336977e-05,0.0005558386215202187,0.0001235196936711597,0.0002470393873423194,0.0003551191193045841,0.0003551191193045841,0.0003551191193045841,9.263977025336977e-05,0.00010807973196226473,0.00016983957879784458,4.6319885126684886e-05,0.00015439961708894962,0.00026247934905121434,0.0002007195022156345,0.00018527954050673954,0.00023159942563342442,4.6319885126684886e-05,0.00010807973196226473,0.00021615946392452946,0.0001235196936711597,0.0002470393873423194,4.6319885126684886e-05,9.263977025336977e-05,0.00013895965538005466,0.00010807973196226473,6.175984683557985e-05,0.00010807973196226473,0.00015439961708894962,0.00010807973196226473,3.0879923417789926e-05,0.0001235196936711597,6.175984683557985e-05,0.0,4.6319885126684886e-05,1.5439961708894963e-05,3.0879923417789926e-05,7.719980854447481e-05,0.0,1.5439961708894963e-05,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033581916716846544
cuentos_5,0.0016983957879784458,0.0031497521886145723,0.0010499173962048574,0.0005403986598113236,0.0009263977025336977,0.000818317970571433,0.0008955177791159078,0.0009109577408248028,0.001235196936711597,0.0009727175876603826,0.0010962372813315424,0.0019299952136118703,0.0003242391958867942,0.0005403986598113236,0.0011116772430404373,0.000802878008862538,0.0007565581237358531,0.0003705590810134791,0.00026247934905121434,0.0008800778174070128,0.0007874380471536431,0.0006330384300646934,0.00030879923417789925,0.0007256782003180632,0.000416878966140164,0.0002470393873423194,0.0006330384300646934,0.00026247934905121434,6.175984683557985e-05,0.00030879923417789925,0.00016983957879784458,0.0013432766686738617,0.0006639183534824834,0.00043231892784905893,0.0003705590810134791,0.0006947982769002733,0.0002007195022156345,0.0007256782003180632,7.719980854447481e-05,0.0004477588895579539,0.00023159942563342442,7.719980854447481e-05,0.00046319885126684885,0.00016983957879784458,0.00027791931076010933,0.0006484783917735884,0.00027791931076010933,0.00047863881297574383,4.6319885126684886e-05,0.00015439961708894962,0.00010807973196226473,0.0,0.00018527954050673954,0.00018527954050673954,0.0005558386215202187,9.263977025336977e-05,0.00033967915759568917,4.6319885126684886e-05,0.00018527954050673954,0.00021615946392452946,9.263977025336977e-05,9.263977025336977e-05,4.6319885126684886e-05,7.719980854447481e-05,0.00016983957879784458,1.5439961708894963e-05,6.175984683557985e-05,6.175984683557985e-05,0.00027791931076010933,0.00010807973196226473,1.5439961708894963e-05,0.0001235196936711597,1.5439961708894963e-05,6.175984683557985e-05,4.6319885126684886e-05,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03583615112634521
cuentos_6,0.0021770346009541896,0.002979912609816728,0.0006947982769002733,0.0006175984683557985,0.0006484783917735884,0.0005095187363935338,0.0011271172047493323,0.0008800778174070128,0.0010344774344959624,0.0009263977025336977,0.000818317970571433,0.0009109577408248028,0.00026247934905121434,0.0006793583151913783,0.0012660768601293869,0.0010344774344959624,0.0003859990427223741,0.00013895965538005466,0.00021615946392452946,0.0006793583151913783,0.0006175984683557985,0.00026247934905121434,0.000416878966140164,0.0006947982769002733,0.0003705590810134791,0.00029335927246900426,0.0007719980854447482,0.00030879923417789925,4.6319885126684886e-05,0.0003705590810134791,0.0002470393873423194,0.0008646378556981179,0.0008800778174070128,0.0005712785832291136,0.00021615946392452946,0.0006330384300646934,0.00010807973196226473,0.0005558386215202187,4.6319885126684886e-05,0.00047863881297574383,0.00026247934905121434,6.175984683557985e-05,0.0004477588895579539,0.00010807973196226473,0.0003859990427223741,0.0005558386215202187,0.0003705590810134791,0.00027791931076010933,0.0001235196936711597,9.263977025336977e-05,0.0001235196936711597,3.0879923417789926e-05,0.00010807973196226473,0.00023159942563342442,0.00015439961708894962,0.00013895965538005466,0.00029335927246900426,7.719980854447481e-05,0.00010807973196226473,0.00021615946392452946,7.719980854447481e-05,6.175984683557985e-05,3.0879923417789926e-05,6.175984683557985e-05,0.00015439961708894962,0.0001235196936711597,4.6319885126684886e-05,1.5439961708894963e-05,0.00013895965538005466,0.00010807973196226473,7.719980854447481e-05,0.00016983957879784458,1.5439961708894963e-05,7.719980854447481e-05,0.00015439961708894962,1.5439961708894963e-05,0.0,4.6319885126684886e-05,0.0,9.263977025336977e-05,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03240847962697053
cuentos_7,0.0024858338351320887,0.003659270925008106,0.0009418376642425926,0.0005867185449380085,0.0007102382386091682,0.0010035975110781726,0.0009881575493692776,0.0008955177791159078,0.0007874380471536431,0.0006021585066469036,0.0013741565920916516,0.0006947982769002733,0.00033967915759568917,0.0005867185449380085,0.0010344774344959624,0.0012660768601293869,0.0003551191193045841,0.00029335927246900426,0.00033967915759568917,0.0009727175876603826,0.00047863881297574383,0.00026247934905121434,0.00029335927246900426,0.000802878008862538,0.0005403986598113236,0.00030879923417789925,0.00047863881297574383,0.0005095187363935338,0.00030879923417789925,0.0001235196936711597,0.0003551191193045841,0.0008491978939892229,0.000401439004431269,0.00010807973196226473,0.00023159942563342442,0.0005558386215202187,0.00026247934905121434,0.0003551191193045841,0.00013895965538005466,0.0002007195022156345,0.00026247934905121434,9.263977025336977e-05,0.0006021585066469036,0.00010807973196226473,0.00018527954050673954,0.00027791931076010933,0.0005403986598113236,0.00015439961708894962,4.6319885126684886e-05,9.263977025336977e-05,0.00018527954050673954,1.5439961708894963e-05,0.00010807973196226473,0.00016983957879784458,0.0001235196936711597,0.00016983957879784458,0.00030879923417789925,0.00021615946392452946,4.6319885126684886e-05,0.0003859990427223741,0.00047863881297574383,0.00026247934905121434,7.719980854447481e-05,0.0001235196936711597,1.5439961708894963e-05,6.175984683557985e-05,0.0002470393873423194,0.0,7.719980854447481e-05,7.719980854447481e-05,0.0,0.00013895965538005466,4.6319885126684886e-05,4.6319885126684886e-05,0.00010807973196226473,0.00016983957879784458,3.0879923417789926e-05,0.0,0.00016983957879784458,3.0879923417789926e-05,4.6319885126684886e-05,0.0,0.0,0.0,0.0,4.6319885126684886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03384439606589776
excale_1,0.000416878966140164,0.0006330384300646934,0.0005558386215202187,0.0005558386215202187,0.0006639183534824834,0.00015439961708894962,0.0007102382386091682,0.0007102382386091682,0.00023159942563342442,0.0006330384300646934,0.00015439961708894962,0.0002470393873423194,0.000401439004431269,0.00033967915759568917,0.0003242391958867942,0.0003859990427223741,0.0006175984683557985,0.0004477588895579539,0.00016983957879784458,7.719980854447481e-05,0.000416878966140164,1.5439961708894963e-05,1.5439961708894963e-05,0.0002007195022156345,0.00018527954050673954,0.00030879923417789925,0.0003705590810134791,0.0002007195022156345,0.0001235196936711597,0.0005558386215202187,3.0879923417789926e-05,4.6319885126684886e-05,9.263977025336977e-05,0.0001235196936711597,0.00030879923417789925,0.0,0.00027791931076010933,0.0,0.00010807973196226473,0.0001235196936711597,3.0879923417789926e-05,0.0,0.0001235196936711597,0.000416878966140164,1.5439961708894963e-05,4.6319885126684886e-05,3.0879923417789926e-05,3.0879923417789926e-05,1.5439961708894963e-05,1.5439961708894963e-05,0.0,6.175984683557985e-05,1.5439961708894963e-05,0.00010807973196226473,3.0879923417789926e-05,1.5439961708894963e-05,0.0,0.00013895965538005466,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,0.0,4.6319885126684886e-05,1.5439961708894963e-05,3.0879923417789926e-05,4.6319885126684886e-05,4.6319885126684886e-05,0.0,6.175984683557985e-05,0.0,0.0,0.0,0.0,3.0879923417789926e-05,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013386446801611933
excale_2,0.001219756975002702,0.001682955826269551,0.0022387944477897694,0.0010344774344959624,0.0022851143329164544,0.00046319885126684885,0.0026093535288032486,0.0023005542946253495,0.0014359164389272316,0.0026093535288032486,0.0006793583151913783,0.0009727175876603826,0.0018064755199407106,0.0014667963623450214,0.0012969567835471767,0.0013741565920916516,0.001682955826269551,0.0016983957879784458,0.0006330384300646934,0.0005249586981024287,0.0014976762857628113,0.00026247934905121434,1.5439961708894963e-05,0.0006793583151913783,0.0013123967452560717,0.0008646378556981179,0.0012660768601293869,0.0007874380471536431,0.0009263977025336977,0.0014976762857628113,0.00021615946392452946,7.719980854447481e-05,0.0003242391958867942,0.00029335927246900426,0.0008491978939892229,0.00010807973196226473,0.0012815168218382818,0.00027791931076010933,0.00030879923417789925,0.00046319885126684885,0.0001235196936711597,0.0001235196936711597,0.00033967915759568917,0.0005403986598113236,4.6319885126684886e-05,7.719980854447481e-05,7.719980854447481e-05,7.719980854447481e-05,0.0002470393873423194,3.0879923417789926e-05,0.0001235196936711597,9.263977025336977e-05,9.263977025336977e-05,0.0002007195022156345,0.00010807973196226473,0.00010807973196226473,4.6319885126684886e-05,0.00033967915759568917,0.0002007195022156345,9.263977025336977e-05,4.6319885126684886e-05,0.00010807973196226473,1.5439961708894963e-05,0.00023159942563342442,1.5439961708894963e-05,3.0879923417789926e-05,0.00030879923417789925,0.0003551191193045841,0.0001235196936711597,4.6319885126684886e-05,4.6319885126684886e-05,1.5439961708894963e-05,1.5439961708894963e-05,3.0879923417789926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0478021214507388
excale_3,0.0011425571664582272,0.0018991152901940804,0.0025321537202587737,0.0007411181620269582,0.002902712801272253,0.000416878966140164,0.002887272839563358,0.002732873222474408,0.0017910355582318157,0.002887272839563358,0.0009263977025336977,0.0010962372813315424,0.0022696743712075592,0.0016520759028517608,0.001235196936711597,0.0013741565920916516,0.0021924745626630848,0.00199175506044745,0.0007411181620269582,0.0005558386215202187,0.0013432766686738617,0.00023159942563342442,6.175984683557985e-05,0.0007719980854447482,0.002038074945574135,0.0006793583151913783,0.0013587166303827567,0.0010653573579137523,0.0013123967452560717,0.0018527954050673954,0.00013895965538005466,0.00016983957879784458,0.0003705590810134791,0.0003551191193045841,0.0011425571664582272,9.263977025336977e-05,0.0013123967452560717,0.0003859990427223741,0.0005249586981024287,0.00043231892784905893,0.00026247934905121434,0.00016983957879784458,0.00033967915759568917,0.0006175984683557985,3.0879923417789926e-05,0.0001235196936711597,0.00010807973196226473,0.00021615946392452946,0.00016983957879784458,6.175984683557985e-05,7.719980854447481e-05,0.00015439961708894962,0.00015439961708894962,0.0002470393873423194,9.263977025336977e-05,0.0001235196936711597,7.719980854447481e-05,0.0004477588895579539,0.00027791931076010933,4.6319885126684886e-05,6.175984683557985e-05,7.719980854447481e-05,7.719980854447481e-05,0.0002007195022156345,0.0,0.00010807973196226473,0.0003859990427223741,9.263977025336977e-05,1.5439961708894963e-05,1.5439961708894963e-05,7.719980854447481e-05,3.0879923417789926e-05,1.5439961708894963e-05,3.0879923417789926e-05,1.5439961708894963e-05,0.0,0.0,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05470378433461485
excale_4,0.0015285562091806012,0.002779193107601093,0.00392175027405932,0.0021461546775363998,0.005002547593681968,0.0006947982769002733,0.0052032670958976025,0.004215109546528324,0.0023005542946253495,0.004215109546528324,0.0013895965538005465,0.0017910355582318157,0.002902712801272253,0.002454953911714299,0.00211527475411861,0.0022696743712075592,0.0033041518057035217,0.003612951039881421,0.000818317970571433,0.000818317970571433,0.002470393873423194,0.00030879923417789925,4.6319885126684886e-05,0.0013432766686738617,0.002501273796840984,0.0017447156731051306,0.0019299952136118703,0.0017601556348140256,0.0018682353667762903,0.002887272839563358,0.00030879923417789925,0.00018527954050673954,0.0006639183534824834,0.0004477588895579539,0.0016983957879784458,0.00023159942563342442,0.0015439961708894963,0.000416878966140164,0.0007256782003180632,0.0007874380471536431,0.00033967915759568917,0.00023159942563342442,0.0005095187363935338,0.0012043170132938071,6.175984683557985e-05,0.0002470393873423194,0.00013895965538005466,0.00015439961708894962,0.0004477588895579539,9.263977025336977e-05,0.00018527954050673954,0.0002470393873423194,0.00021615946392452946,0.00026247934905121434,0.00010807973196226473,0.00013895965538005466,9.263977025336977e-05,0.00033967915759568917,0.0003859990427223741,0.0002007195022156345,1.5439961708894963e-05,0.0001235196936711597,0.00013895965538005466,0.000416878966140164,3.0879923417789926e-05,9.263977025336977e-05,0.0005867185449380085,0.00027791931076010933,3.0879923417789926e-05,6.175984683557985e-05,9.263977025336977e-05,1.5439961708894963e-05,1.5439961708894963e-05,7.719980854447481e-05,3.0879923417789926e-05,0.0,0.0,0.0,1.5439961708894963e-05,0.0,3.0879923417789926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08502786913088456
excale_5,0.000833757932280328,0.0011425571664582272,0.0015439961708894963,0.0006947982769002733,0.0017755955965229207,0.00018527954050673954,0.0022696743712075592,0.00202263498386524,0.0011271172047493323,0.0017601556348140256,0.0005095187363935338,0.0007719980854447482,0.001250636898420492,0.0010653573579137523,0.0007102382386091682,0.0010653573579137523,0.0017601556348140256,0.0012660768601293869,0.0003859990427223741,0.0003859990427223741,0.0010499173962048574,0.00010807973196226473,0.0,0.0005712785832291136,0.0008955177791159078,0.0005558386215202187,0.0010035975110781726,0.0005558386215202187,0.0006021585066469036,0.0013278367069649668,0.0001235196936711597,0.0001235196936711597,0.00030879923417789925,0.00023159942563342442,0.0005867185449380085,9.263977025336977e-05,0.0007411181620269582,0.00013895965538005466,0.00027791931076010933,0.00046319885126684885,9.263977025336977e-05,0.00015439961708894962,0.00023159942563342442,0.00027791931076010933,9.263977025336977e-05,7.719980854447481e-05,4.6319885126684886e-05,3.0879923417789926e-05,0.00016983957879784458,1.5439961708894963e-05,6.175984683557985e-05,4.6319885126684886e-05,1.5439961708894963e-05,0.0001235196936711597,3.0879923417789926e-05,3.0879923417789926e-05,3.0879923417789926e-05,0.0002007195022156345,0.00013895965538005466,4.6319885126684886e-05,3.0879923417789926e-05,0.0001235196936711597,1.5439961708894963e-05,0.00018527954050673954,0.0,0.0,4.6319885126684886e-05,0.00010807973196226473,0.0,1.5439961708894963e-05,9.263977025336977e-05,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,1.5439961708894963e-05,3.0879923417789926e-05,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03490975342381151
excale_6,0.0009109577408248028,0.0008646378556981179,0.0013278367069649668,0.0006021585066469036,0.0015748760943072862,0.0002470393873423194,0.0011579971281671221,0.0014050365155094415,0.0007719980854447482,0.0011425571664582272,0.00043231892784905893,0.0004940787746846388,0.0007874380471536431,0.0009727175876603826,0.0007874380471536431,0.0006793583151913783,0.0010653573579137523,0.001173437089876017,0.0003705590810134791,0.0002470393873423194,0.0007565581237358531,3.0879923417789926e-05,4.6319885126684886e-05,0.0005095187363935338,0.0005249586981024287,0.0006639183534824834,0.0005403986598113236,0.00047863881297574383,0.0006639183534824834,0.0009109577408248028,0.0002007195022156345,7.719980854447481e-05,0.0003705590810134791,0.00016983957879784458,0.00047863881297574383,4.6319885126684886e-05,0.00046319885126684885,0.00013895965538005466,0.00029335927246900426,0.00013895965538005466,0.00010807973196226473,7.719980854447481e-05,0.00010807973196226473,0.00030879923417789925,0.00010807973196226473,7.719980854447481e-05,7.719980854447481e-05,1.5439961708894963e-05,4.6319885126684886e-05,1.5439961708894963e-05,1.5439961708894963e-05,3.0879923417789926e-05,0.00010807973196226473,9.263977025336977e-05,3.0879923417789926e-05,7.719980854447481e-05,0.0,0.0002007195022156345,0.00010807973196226473,7.719980854447481e-05,1.5439961708894963e-05,4.6319885126684886e-05,6.175984683557985e-05,0.00013895965538005466,1.5439961708894963e-05,1.5439961708894963e-05,0.00010807973196226473,9.263977025336977e-05,4.6319885126684886e-05,0.0,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,0.0,0.0,0.0,0.0,3.0879923417789926e-05,0.0,1.5439961708894963e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026834653450059445
excale_7,0.0006639183534824834,0.0005867185449380085,0.0010653573579137523,0.0005558386215202187,0.001173437089876017,0.0002007195022156345,0.0010962372813315424,0.0013278367069649668,0.0005558386215202187,0.001235196936711597,0.00047863881297574383,0.0004940787746846388,0.0006639183534824834,0.0008955177791159078,0.0006484783917735884,0.0008800778174070128,0.0009572776259514877,0.0008955177791159078,0.00023159942563342442,0.00021615946392452946,0.0006175984683557985,0.00010807973196226473,3.0879923417789926e-05,0.00046319885126684885,0.0005867185449380085,0.0006330384300646934,0.00043231892784905893,0.0005249586981024287,0.0006330384300646934,0.0007719980854447482,9.263977025336977e-05,0.00013895965538005466,0.00016983957879784458,0.00027791931076010933,0.0004940787746846388,6.175984683557985e-05,0.0005249586981024287,0.00015439961708894962,0.00021615946392452946,0.00047863881297574383,0.00013895965538005466,3.0879923417789926e-05,0.00023159942563342442,0.0003859990427223741,1.5439961708894963e-05,9.263977025336977e-05,6.175984683557985e-05,0.0,0.00013895965538005466,0.0,1.5439961708894963e-05,6.175984683557985e-05,1.5439961708894963e-05,7.719980854447481e-05,1.5439961708894963e-05,3.0879923417789926e-05,0.0,0.00013895965538005466,0.00015439961708894962,6.175984683557985e-05,0.0,1.5439961708894963e-05,3.0879923417789926e-05,9.263977025336977e-05,0.0,1.5439961708894963e-05,0.00010807973196226473,0.00010807973196226473,0.0,4.6319885126684886e-05,4.6319885126684886e-05,0.0,0.0,0.0,0.0,0.0,1.5439961708894963e-05,0.0,0.0,0.0,3.0879923417789926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024410579461762935
Total,0.06819831086818905,0.04662868436086279,0.03748822702919697,0.036839748637423377,0.03599055074343416,0.033597356678555436,0.03183720104374141,0.031003443111461082,0.030324084796269704,0.027838250961137616,0.026973613105439498,0.02672657371809718,0.026603054024426018,0.02529065727916995,0.02519801750891658,0.02160050643074405,0.020735868575045936,0.01979403091080334,0.019408031868080967,0.01934627202124539,0.01801843531428042,0.017061157688328932,0.01633547948801087,0.01599580033041518,0.015192922321552643,0.014559883891487949,0.014235644695601155,0.01403492519338552,0.013726125959207622,0.012846048141800608,0.011811570707304646,0.011595411243380116,0.011595411243380116,0.011255732085784427,0.011116772430404372,0.010622693655719734,0.010097734957617305,0.00989701545540167,0.009140457331665817,0.007303101888307317,0.007210462118053948,0.0069325428072938376,0.0069325428072938376,0.0069325428072938376,0.006438464032609199,0.006361264224064724,0.005033427517099758,0.0050179875553908624,0.004956227708555283,0.004894467861719703,0.004894467861719703,0.004832708014884123,0.004431269010452854,0.004261429431655009,0.0039063103123504255,0.003659270925008106,0.0034894313462102613,0.002979912609816728,0.002810073031018883,0.002779193107601093,0.0026711133756388283,0.0026247934905121433,0.002547593681967669,0.002470393873423194,0.0024086340265876143,0.002393194064878719,0.0022387944477897694,0.002007195022156345,0.002007195022156345,0.0014050365155094415,0.0013741565920916516,0.001219756975002702,0.0010653573579137523,0.000833757932280328,0.0006793583151913783,0.0006793583151913783,0.0005867185449380085,0.0005095187363935338,0.0004940787746846388,0.00047863881297574383,0.0004477588895579539,0.0003551191193045841,0.00023159942563342442,0.00016983957879784458,0.00015439961708894962,0.00013895965538005466,0.0001235196936711597,0.00010807973196226473,9.263977025336977e-05,9.263977025336977e-05,7.719980854447481e-05,6.175984683557985e-05,6.175984683557985e-05,6.175984683557985e-05,6.175984683557985e-05,6.175984683557985e-05,4.6319885126684886e-05,4.6319885126684886e-05,4.6319885126684886e-05,3.0879923417789926e-05,3.0879923417789926e-05,3.0879923417789926e-05,3.0879923417789926e-05,3.0879923417789926e-05,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,1.5439961708894963e-05,1.0
