,lla,lle,tra,llo,cho,cha,tro,bri,bre,cre,llu,rro,pre,rra,cri,dri,pro,rri,gra,tre,gre,rre,pri,chi,ble,bra,bro,pla,pra,che,tri,blo,cla,dro,dra,plo,cle,dre,gri,flo,lli,gro,pli,tru,tla,glo,bru,chu,ple,cru,bla,fri,bli,fre,cro,fla,plu,cli,fru,gla,clu,fle,gru,tle,fra,cra,fro,flu,blu,tse,quu,rru,dru,pru,lly,gle,xru,Total
Ceele_1,0.001109416169740674,0.002773540424351685,0.0012480931909582581,0.000554708084870337,0.0002773540424351685,0.0008320621273055055,0.0009707391485230897,0.0,0.0002773540424351685,0.000554708084870337,0.0,0.00041603106365275275,0.00013867702121758425,0.00041603106365275275,0.000554708084870337,0.0006933851060879212,0.00013867702121758425,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0002773540424351685,0.00013867702121758425,0.0002773540424351685,0.00041603106365275275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0002773540424351685,0.00013867702121758425,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013174317015670503
Ceele_2,0.00457634170018028,0.004298987657745112,0.006240465954791291,0.0015254472333934266,0.0013867702121758425,0.0013867702121758425,0.001109416169740674,0.00013867702121758425,0.001109416169740674,0.001109416169740674,0.0,0.0012480931909582581,0.0,0.00041603106365275275,0.0009707391485230897,0.0008320621273055055,0.00013867702121758425,0.00013867702121758425,0.0006933851060879212,0.0002773540424351685,0.000554708084870337,0.0009707391485230897,0.0006933851060879212,0.0008320621273055055,0.00013867702121758425,0.00041603106365275275,0.00013867702121758425,0.00041603106365275275,0.0006933851060879212,0.00013867702121758425,0.0,0.00013867702121758425,0.0002773540424351685,0.0008320621273055055,0.0002773540424351685,0.00013867702121758425,0.001109416169740674,0.00041603106365275275,0.0,0.0,0.0,0.0,0.00013867702121758425,0.00013867702121758425,0.0,0.0,0.0,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.03674941062265982
Ceele_3,0.007765913188184718,0.007488559145749549,0.011371515739841909,0.003328248509222022,0.0020801553182637636,0.003328248509222022,0.0013867702121758425,0.00013867702121758425,0.0018028012758285951,0.0023575093606989323,0.00041603106365275275,0.0023575093606989323,0.000554708084870337,0.0009707391485230897,0.0015254472333934266,0.002773540424351685,0.0009707391485230897,0.00041603106365275275,0.0013867702121758425,0.0002773540424351685,0.00013867702121758425,0.0006933851060879212,0.001109416169740674,0.0008320621273055055,0.00013867702121758425,0.0006933851060879212,0.000554708084870337,0.0008320621273055055,0.00013867702121758425,0.0,0.000554708084870337,0.000554708084870337,0.0002773540424351685,0.00013867702121758425,0.0008320621273055055,0.0,0.00013867702121758425,0.0,0.0,0.00013867702121758425,0.00013867702121758425,0.0002773540424351685,0.0,0.00041603106365275275,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0002773540424351685,0.00013867702121758425,0.0,0.0002773540424351685,0.00013867702121758425,0.00013867702121758425,0.00013867702121758425,0.00013867702121758425,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06282069061156566
Ceele_4,0.01802801275828595,0.012342254888364998,0.017889335737068367,0.005131049785050617,0.002773540424351685,0.00554708084870337,0.003328248509222022,0.0006933851060879212,0.0030508944667868533,0.004298987657745112,0.00041603106365275275,0.0023575093606989323,0.0009707391485230897,0.002218832339481348,0.0034669255304396063,0.004437664678962696,0.0012480931909582581,0.000554708084870337,0.0024961863819165163,0.0009707391485230897,0.0009707391485230897,0.0009707391485230897,0.001664124254611011,0.001664124254611011,0.00041603106365275275,0.001109416169740674,0.001109416169740674,0.0006933851060879212,0.001664124254611011,0.0008320621273055055,0.0015254472333934266,0.0006933851060879212,0.0008320621273055055,0.0012480931909582581,0.001109416169740674,0.00041603106365275275,0.001109416169740674,0.0002773540424351685,0.0,0.0006933851060879212,0.00013867702121758425,0.0002773540424351685,0.00041603106365275275,0.0009707391485230897,0.0008320621273055055,0.00013867702121758425,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0006933851060879212,0.0,0.00041603106365275275,0.0002773540424351685,0.00013867702121758425,0.0002773540424351685,0.0,0.00013867702121758425,0.00013867702121758425,0.00013867702121758425,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11648869782277077
Ceele_5,0.00651781999722646,0.00651781999722646,0.008736652336707807,0.0034669255304396063,0.001664124254611011,0.0024961863819165163,0.0012480931909582581,0.00013867702121758425,0.0009707391485230897,0.0018028012758285951,0.00013867702121758425,0.0012480931909582581,0.0002773540424351685,0.000554708084870337,0.0018028012758285951,0.002218832339481348,0.000554708084870337,0.0002773540424351685,0.0020801553182637636,0.00013867702121758425,0.0006933851060879212,0.000554708084870337,0.0006933851060879212,0.0006933851060879212,0.0002773540424351685,0.0,0.0009707391485230897,0.00041603106365275275,0.000554708084870337,0.00013867702121758425,0.00041603106365275275,0.0015254472333934266,0.0008320621273055055,0.000554708084870337,0.0009707391485230897,0.00013867702121758425,0.000554708084870337,0.00041603106365275275,0.00013867702121758425,0.0002773540424351685,0.00013867702121758425,0.0002773540424351685,0.0,0.00013867702121758425,0.0,0.0002773540424351685,0.0,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05505477742338095
Ceele_6,0.008875329357925392,0.007488559145749549,0.007765913188184718,0.004160310636527527,0.001664124254611011,0.0036056025516571903,0.0015254472333934266,0.00041603106365275275,0.000554708084870337,0.0023575093606989323,0.0,0.0019414782970461795,0.00013867702121758425,0.00041603106365275275,0.0019414782970461795,0.001109416169740674,0.0009707391485230897,0.00013867702121758425,0.001664124254611011,0.00041603106365275275,0.0008320621273055055,0.000554708084870337,0.00013867702121758425,0.0012480931909582581,0.00041603106365275275,0.0002773540424351685,0.000554708084870337,0.000554708084870337,0.001109416169740674,0.00041603106365275275,0.0006933851060879212,0.0002773540424351685,0.00041603106365275275,0.000554708084870337,0.000554708084870337,0.00013867702121758425,0.000554708084870337,0.0,0.0,0.0002773540424351685,0.0002773540424351685,0.0,0.0002773540424351685,0.00013867702121758425,0.0006933851060879212,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058383025932602965
Ceele_7,0.026487311052558592,0.017195950630980446,0.023436416585771738,0.010955484676189155,0.007072528082096796,0.00845929829427264,0.0049923727638330325,0.0009707391485230897,0.003328248509222022,0.005685757869920954,0.0012480931909582581,0.004853695742615449,0.001109416169740674,0.0023575093606989323,0.00651781999722646,0.005685757869920954,0.0015254472333934266,0.001664124254611011,0.0020801553182637636,0.000554708084870337,0.0013867702121758425,0.0018028012758285951,0.0030508944667868533,0.0029122174455692693,0.00041603106365275275,0.0006933851060879212,0.0020801553182637636,0.0012480931909582581,0.0030508944667868533,0.0009707391485230897,0.0012480931909582581,0.001109416169740674,0.001109416169740674,0.00041603106365275275,0.0013867702121758425,0.00013867702121758425,0.0024961863819165163,0.0008320621273055055,0.000554708084870337,0.000554708084870337,0.000554708084870337,0.00013867702121758425,0.00041603106365275275,0.0,0.0009707391485230897,0.0,0.0,0.00041603106365275275,0.0,0.0002773540424351685,0.000554708084870337,0.00041603106365275275,0.00041603106365275275,0.0,0.0,0.0,0.0002773540424351685,0.0002773540424351685,0.00013867702121758425,0.0,0.0,0.0,0.0002773540424351685,0.0,0.0,0.00013867702121758425,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.1691859658854528
cuentos_1,0.0009707391485230897,0.0023575093606989323,0.0031895714880044376,0.0006933851060879212,0.0034669255304396063,0.0006933851060879212,0.0008320621273055055,0.0002773540424351685,0.000554708084870337,0.00013867702121758425,0.00013867702121758425,0.0018028012758285951,0.0009707391485230897,0.003328248509222022,0.00041603106365275275,0.00013867702121758425,0.00013867702121758425,0.0008320621273055055,0.00013867702121758425,0.00041603106365275275,0.00013867702121758425,0.00041603106365275275,0.0013867702121758425,0.0006933851060879212,0.0,0.0002773540424351685,0.0002773540424351685,0.0002773540424351685,0.0002773540424351685,0.00013867702121758425,0.00013867702121758425,0.00041603106365275275,0.00041603106365275275,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.00013867702121758425,0.0013867702121758425,0.0,0.0,0.0,0.0,0.0,0.000554708084870337,0.0002773540424351685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041603106365275275,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.029815559561780614
cuentos_2,0.0019414782970461795,0.002218832339481348,0.002773540424351685,0.0020801553182637636,0.0008320621273055055,0.0009707391485230897,0.0009707391485230897,0.0008320621273055055,0.0024961863819165163,0.0008320621273055055,0.00013867702121758425,0.0008320621273055055,0.0020801553182637636,0.0006933851060879212,0.0,0.0,0.0012480931909582581,0.0006933851060879212,0.0002773540424351685,0.001109416169740674,0.000554708084870337,0.0002773540424351685,0.000554708084870337,0.00041603106365275275,0.000554708084870337,0.0006933851060879212,0.0,0.0002773540424351685,0.0,0.000554708084870337,0.00013867702121758425,0.00041603106365275275,0.00041603106365275275,0.0,0.00013867702121758425,0.0,0.0,0.0008320621273055055,0.000554708084870337,0.00013867702121758425,0.0002773540424351685,0.0008320621273055055,0.00013867702121758425,0.0,0.0,0.00041603106365275275,0.0008320621273055055,0.0008320621273055055,0.0,0.00013867702121758425,0.0,0.0,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.03369851615587297
cuentos_3,0.0018028012758285951,0.0020801553182637636,0.0023575093606989323,0.00013867702121758425,0.0008320621273055055,0.0012480931909582581,0.0015254472333934266,0.0,0.0018028012758285951,0.0006933851060879212,0.0002773540424351685,0.0,0.001664124254611011,0.00041603106365275275,0.00013867702121758425,0.0,0.001664124254611011,0.0006933851060879212,0.0002773540424351685,0.000554708084870337,0.00013867702121758425,0.00041603106365275275,0.001109416169740674,0.0,0.0008320621273055055,0.0009707391485230897,0.0,0.00041603106365275275,0.00013867702121758425,0.0013867702121758425,0.000554708084870337,0.00013867702121758425,0.00041603106365275275,0.0002773540424351685,0.0,0.00041603106365275275,0.0,0.000554708084870337,0.00013867702121758425,0.0002773540424351685,0.0002773540424351685,0.0002773540424351685,0.00013867702121758425,0.0,0.0,0.0,0.0002773540424351685,0.00041603106365275275,0.0,0.00013867702121758425,0.0,0.0,0.00013867702121758425,0.00013867702121758425,0.0,0.0,0.0,0.0002773540424351685,0.00013867702121758425,0.0,0.00013867702121758425,0.00013867702121758425,0.00013867702121758425,0.0,0.00013867702121758425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029122174455692693
