,lla,lle,tra,llo,cho,cha,tro,bri,bre,cre,llu,rro,pre,rra,cri,dri,pro,rri,gra,tre,gre,rre,pri,chi,ble,bra,bro,pla,pra,che,tri,blo,cla,dro,dra,plo,cle,dre,gri,flo,lli,gro,pli,tru,tla,glo,bru,chu,ple,cru,bla,fri,bli,fre,cro,fla,plu,cli,fru,gla,clu,fle,gru,tle,fra,cra,fro,flu,blu,tse,quu,rru,dru,pru,lly,gle,xru,Total
cuentos_4,0.011801242236024845,0.0055900621118012426,0.011180124223602485,0.0037267080745341614,0.003105590062111801,0.008074534161490683,0.009937888198757764,0.0012422360248447205,0.0055900621118012426,0.004968944099378882,0.0,0.0012422360248447205,0.013043478260869565,0.008074534161490683,0.002484472049689441,0.0,0.008074534161490683,0.002484472049689441,0.004968944099378882,0.0018633540372670807,0.0018633540372670807,0.0012422360248447205,0.0018633540372670807,0.0,0.002484472049689441,0.0012422360248447205,0.0012422360248447205,0.002484472049689441,0.0,0.002484472049689441,0.0018633540372670807,0.0,0.003105590062111801,0.003105590062111801,0.0006211180124223603,0.0006211180124223603,0.0,0.0012422360248447205,0.0006211180124223603,0.0,0.0,0.0,0.0012422360248447205,0.0006211180124223603,0.0,0.0,0.0,0.0,0.002484472049689441,0.0018633540372670807,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0012422360248447205,0.0,0.0,0.0,0.0006211180124223603,0.0,0.0,0.0,0.0006211180124223603,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.14596273291925466
cuentos_5,0.004968944099378882,0.0068322981366459624,0.008074534161490683,0.0006211180124223603,0.002484472049689441,0.003105590062111801,0.004968944099378882,0.0006211180124223603,0.012422360248447204,0.004968944099378882,0.0,0.002484472049689441,0.009937888198757764,0.0055900621118012426,0.004347826086956522,0.0006211180124223603,0.017391304347826087,0.0012422360248447205,0.0055900621118012426,0.009937888198757764,0.0006211180124223603,0.0055900621118012426,0.0018633540372670807,0.0006211180124223603,0.007453416149068323,0.0012422360248447205,0.0018633540372670807,0.0,0.0,0.0,0.0018633540372670807,0.0006211180124223603,0.0037267080745341614,0.0,0.0006211180124223603,0.002484472049689441,0.0,0.0006211180124223603,0.0,0.0,0.0,0.0,0.0018633540372670807,0.002484472049689441,0.0,0.0037267080745341614,0.0,0.0,0.0037267080745341614,0.0,0.0012422360248447205,0.0,0.0012422360248447205,0.0006211180124223603,0.004347826086956522,0.0,0.0,0.0006211180124223603,0.0,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15714285714285714
cuentos_6,0.003105590062111801,0.004347826086956522,0.006211180124223602,0.0018633540372670807,0.003105590062111801,0.006211180124223602,0.004968944099378882,0.0,0.008695652173913044,0.0018633540372670807,0.0,0.0018633540372670807,0.008074534161490683,0.004347826086956522,0.004347826086956522,0.0006211180124223603,0.007453416149068323,0.0,0.003105590062111801,0.009937888198757764,0.002484472049689441,0.0012422360248447205,0.0018633540372670807,0.0,0.008695652173913044,0.0037267080745341614,0.002484472049689441,0.0012422360248447205,0.0006211180124223603,0.002484472049689441,0.0012422360248447205,0.0,0.0012422360248447205,0.0006211180124223603,0.0018633540372670807,0.0,0.0,0.0,0.0006211180124223603,0.0,0.0006211180124223603,0.0006211180124223603,0.0012422360248447205,0.0,0.0,0.0006211180124223603,0.0018633540372670807,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0012422360248447205,0.0018633540372670807,0.0,0.0012422360248447205,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0018633540372670807,0.0,0.0,0.0006211180124223603,0.0012422360248447205,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.0,0.0,0.0,0.12795031055900621
cuentos_7,0.018012422360248446,0.0068322981366459624,0.013664596273291925,0.0055900621118012426,0.0012422360248447205,0.0006211180124223603,0.0068322981366459624,0.003105590062111801,0.0055900621118012426,0.0012422360248447205,0.0006211180124223603,0.0012422360248447205,0.0018633540372670807,0.004968944099378882,0.0006211180124223603,0.006211180124223602,0.006211180124223602,0.0037267080745341614,0.0018633540372670807,0.014906832298136646,0.004968944099378882,0.0012422360248447205,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0037267080745341614,0.0,0.0037267080745341614,0.0,0.0037267080745341614,0.007453416149068323,0.0,0.002484472049689441,0.0,0.0018633540372670807,0.0006211180124223603,0.0,0.0006211180124223603,0.0,0.002484472049689441,0.0,0.0006211180124223603,0.003105590062111801,0.0,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.0012422360248447205,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0,0.0,0.0,0.0006211180124223603,0.0,0.0,0.0006211180124223603,0.0006211180124223603,0.0,0.0006211180124223603,0.0012422360248447205,0.0006211180124223603,0.0,0.0006211180124223603,0.0,0.0006211180124223603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15403726708074533
excale_1,0.0036649214659685864,0.005235602094240838,0.0005235602094240838,0.008900523560209424,0.0010471204188481676,0.0,0.0010471204188481676,0.002617801047120419,0.0005235602094240838,0.0,0.002617801047120419,0.0,0.0010471204188481676,0.0,0.0,0.0,0.0,0.0020942408376963353,0.0,0.0,0.0015706806282722514,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0015706806282722514,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0015706806282722514,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03717277486910995
excale_2,0.02198952879581152,0.03769633507853403,0.0036649214659685864,0.032460732984293195,0.011518324607329843,0.0,0.0031413612565445027,0.015183246073298429,0.0020942408376963353,0.0005235602094240838,0.012041884816753926,0.0036649214659685864,0.004188481675392671,0.0020942408376963353,0.0,0.0,0.0005235602094240838,0.004188481675392671,0.0,0.0015706806282722514,0.004188481675392671,0.0020942408376963353,0.0005235602094240838,0.0,0.0005235602094240838,0.0010471204188481676,0.0,0.0010471204188481676,0.0,0.0005235602094240838,0.0,0.0015706806282722514,0.0,0.0005235602094240838,0.0,0.002617801047120419,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0005235602094240838,0.0,0.0010471204188481676,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17539267015706805
excale_3,0.024607329842931937,0.03821989528795811,0.005759162303664921,0.032984293193717276,0.017277486910994764,0.0010471204188481676,0.0020942408376963353,0.01780104712041885,0.0,0.0005235602094240838,0.020942408376963352,0.005235602094240838,0.0020942408376963353,0.002617801047120419,0.0,0.0005235602094240838,0.0010471204188481676,0.01099476439790576,0.0015706806282722514,0.0005235602094240838,0.0036649214659685864,0.0062827225130890054,0.0,0.0015706806282722514,0.0005235602094240838,0.0,0.0015706806282722514,0.0010471204188481676,0.0,0.0010471204188481676,0.0,0.0,0.0,0.005235602094240838,0.0,0.0036649214659685864,0.0,0.0015706806282722514,0.0020942408376963353,0.0010471204188481676,0.0,0.0010471204188481676,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218848167539267
excale_4,0.03769633507853403,0.05235602094240838,0.0036649214659685864,0.042408376963350786,0.0193717277486911,0.0,0.007853403141361256,0.024083769633507852,0.0010471204188481676,0.0020942408376963353,0.017277486910994764,0.0036649214659685864,0.008376963350785341,0.002617801047120419,0.0,0.0,0.0015706806282722514,0.008900523560209424,0.0010471204188481676,0.0020942408376963353,0.006806282722513089,0.004188481675392671,0.0005235602094240838,0.0010471204188481676,0.0020942408376963353,0.0020942408376963353,0.0015706806282722514,0.0015706806282722514,0.0010471204188481676,0.0015706806282722514,0.0,0.002617801047120419,0.0,0.0,0.0,0.004712041884816754,0.0,0.0031413612565445027,0.0062827225130890054,0.0015706806282722514,0.0,0.0015706806282722514,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0010471204188481676,0.0015706806282722514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28167539267015707
excale_5,0.013089005235602094,0.01832460732984293,0.005235602094240838,0.016230366492146597,0.006806282722513089,0.0005235602094240838,0.0020942408376963353,0.009947643979057591,0.0015706806282722514,0.0010471204188481676,0.009424083769633508,0.0031413612565445027,0.0015706806282722514,0.0020942408376963353,0.0,0.0,0.0010471204188481676,0.004188481675392671,0.0005235602094240838,0.0015706806282722514,0.0036649214659685864,0.0010471204188481676,0.0005235602094240838,0.0010471204188481676,0.0,0.0,0.0005235602094240838,0.0010471204188481676,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0031413612565445027,0.0,0.0031413612565445027,0.0,0.0005235602094240838,0.0010471204188481676,0.0,0.0,0.0010471204188481676,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1162303664921466
excale_6,0.009424083769633508,0.014136125654450262,0.0020942408376963353,0.007853403141361256,0.005759162303664921,0.0010471204188481676,0.002617801047120419,0.006806282722513089,0.0005235602094240838,0.0,0.009947643979057591,0.0010471204188481676,0.0036649214659685864,0.0010471204188481676,0.0,0.0,0.0,0.006806282722513089,0.0015706806282722514,0.0,0.0015706806282722514,0.0010471204188481676,0.0010471204188481676,0.0,0.0015706806282722514,0.0010471204188481676,0.0005235602094240838,0.0005235602094240838,0.0005235602094240838,0.002617801047120419,0.0,0.002617801047120419,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09005235602094241
excale_7,0.008376963350785341,0.010471204188481676,0.0031413612565445027,0.014659685863874346,0.008376963350785341,0.0015706806282722514,0.0015706806282722514,0.004712041884816754,0.0005235602094240838,0.0,0.006806282722513089,0.0005235602094240838,0.0020942408376963353,0.0031413612565445027,0.0,0.0,0.0,0.0036649214659685864,0.0005235602094240838,0.0005235602094240838,0.0020942408376963353,0.0020942408376963353,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0,0.0,0.0005235602094240838,0.0,0.0010471204188481676,0.0,0.0,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0010471204188481676,0.0010471204188481676,0.0,0.0,0.0,0.0,0.0005235602094240838,0.0005235602094240838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806282722513089
Total,0.32117597178360147,0.34337531108829233,0.25030518112461175,0.23723725306160182,0.1361296957908411,0.08536630047586585,0.09048133018271468,0.09596644783369827,0.08199433259031226,0.060177112742063145,0.08649805028444403,0.06408767317908685,0.08330528990689244,0.07082896053733566,0.04706815806788714,0.04327704316527943,0.06782068422953225,0.06446037429439203,0.0441888390261097,0.057393111894007164,0.04616547218342283,0.042147741772979905,0.036852829679802565,0.026402788125006595,0.034494450627941244,0.02959525423446283,0.022923370094613628,0.026735403582217154,0.01814347562567234,0.029171872047544987,0.024818805521572535,0.0222682755707235,0.023987719293716753,0.021184558420899606,0.015885375035128255,0.023193373406715574,0.011649959360606883,0.01834538230495988,0.016697236922142155,0.013492294374067139,0.013596743689167396,0.01309065630868815,0.011657575970440892,0.006898600086495437,0.005400287383631616,0.009215766627286135,0.010461448408181848,0.008186944573925832,0.00912165458033885,0.007020522230540533,0.006377660096579318,0.004727720030796655,0.006576221458626863,0.0050020950743036195,0.005781731961746804,0.0047921268588701936,0.0038391184869693115,0.0043443803309055305,0.0037232623184831706,0.003549890834025473,0.002405212612179029,0.003105590062111801,0.0017840945997566688,0.0021342833247230547,0.002484472049689441,0.0015131653123006945,0.0015131653123006945,0.0012422360248447205,0.0012422360248447205,0.000270929287455974,0.000270929287455974,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.000270929287455974,3.0
