,gran,chos,tros,bros,llas,chas,pren,llos,pron,tras,rron,dras,prar,tres,rros,dres,blan,fran,plan,tran,cris,bles,fres,fren,llen,prin,rres,char,bras,bres,llan,cruz,rras,tris,plar,lles,trar,blas,brir,chez,blar,gral,dros,plas,rrer,rrar,rran,truc,chel,gros,gris,glos,brin,glas,rrat,llar,chil,bren,chis,chan,pres,pras,ller,flor,rrez,pran,bran,crus,ches,chor,tren,gres,fron,gles,triz,gras,clan,llam,blos,chin,tron,cles,cran,glar,pris,brar,plir,cham,crip,brah,bril,rrir,tlal,flic,cros,dreq,gren,prir,tlan,gron,grel,drin,rren,bris,crir,kris,ndez,cher,blen,grus,llom,crib,clac,llon,fris,pral,drar,grap,tric,ples,llez,trom,drew,trol,blor,rrom,frir,preg,drid,clip,grar,frez,plen,frag,plos,brus,rrum,rroz,lluv,rral,rrol,grod,rror,dral,Total
Ceele_1,0.00299625468164794,0.0022471910112359553,0.00149812734082397,0.00299625468164794,0.00299625468164794,0.00149812734082397,0.0,0.00299625468164794,0.000749063670411985,0.000749063670411985,0.000749063670411985,0.00149812734082397,0.0,0.0,0.0,0.00149812734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024719101123595506
Ceele_2,0.0052434456928838954,0.00599250936329588,0.00599250936329588,0.00149812734082397,0.0022471910112359553,0.00299625468164794,0.003745318352059925,0.000749063670411985,0.0,0.00149812734082397,0.003745318352059925,0.0022471910112359553,0.000749063670411985,0.0,0.00149812734082397,0.0,0.0,0.00149812734082397,0.0,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.000749063670411985,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.00149812734082397,0.0,0.000749063670411985,0.0,0.00149812734082397,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.00149812734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05393258426966292
Ceele_3,0.0149812734082397,0.0149812734082397,0.006741573033707865,0.011235955056179775,0.008239700374531835,0.008239700374531835,0.0052434456928838954,0.00749063670411985,0.0,0.00299625468164794,0.0052434456928838954,0.00299625468164794,0.000749063670411985,0.000749063670411985,0.000749063670411985,0.0,0.000749063670411985,0.00149812734082397,0.0022471910112359553,0.0,0.0,0.000749063670411985,0.0,0.00149812734082397,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.000749063670411985,0.000749063670411985,0.0022471910112359553,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0022471910112359553,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.000749063670411985,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149812734082397,0.0,0.0,0.00149812734082397,0.0,0.0,0.00149812734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11910112359550562
Ceele_4,0.03146067415730337,0.02846441947565543,0.017977528089887642,0.02546816479400749,0.01647940074906367,0.017977528089887642,0.008988764044943821,0.01647940074906367,0.000749063670411985,0.006741573033707865,0.0052434456928838954,0.00599250936329588,0.0052434456928838954,0.0044943820224719105,0.006741573033707865,0.00149812734082397,0.0,0.00299625468164794,0.000749063670411985,0.0022471910112359553,0.003745318352059925,0.0022471910112359553,0.00299625468164794,0.00149812734082397,0.00149812734082397,0.0,0.00149812734082397,0.0,0.000749063670411985,0.0022471910112359553,0.00299625468164794,0.00299625468164794,0.0,0.0,0.0,0.00299625468164794,0.0022471910112359553,0.000749063670411985,0.0,0.00149812734082397,0.00149812734082397,0.00149812734082397,0.00149812734082397,0.00299625468164794,0.0022471910112359553,0.0,0.00149812734082397,0.0,0.0022471910112359553,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.00149812734082397,0.00149812734082397,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.000749063670411985,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.000749063670411985,0.000749063670411985,0.000749063670411985,0.0,0.2599250936329588
Ceele_5,0.011235955056179775,0.006741573033707865,0.01198501872659176,0.010486891385767791,0.006741573033707865,0.017977528089887642,0.008239700374531835,0.0052434456928838954,0.0,0.0,0.0022471910112359553,0.003745318352059925,0.0,0.0022471910112359553,0.0022471910112359553,0.00299625468164794,0.000749063670411985,0.00149812734082397,0.000749063670411985,0.0,0.00299625468164794,0.0,0.0022471910112359553,0.000749063670411985,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149812734082397,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.000749063670411985,0.000749063670411985,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11310861423220973
Ceele_6,0.01348314606741573,0.012734082397003745,0.0044943820224719105,0.008239700374531835,0.006741573033707865,0.00749063670411985,0.0052434456928838954,0.00299625468164794,0.00149812734082397,0.00149812734082397,0.00749063670411985,0.00149812734082397,0.0,0.00149812734082397,0.00149812734082397,0.000749063670411985,0.000749063670411985,0.0022471910112359553,0.0,0.000749063670411985,0.0022471910112359553,0.0,0.0044943820224719105,0.0,0.0,0.0,0.00149812734082397,0.0,0.000749063670411985,0.00149812734082397,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0022471910112359553,0.0,0.0,0.0,0.000749063670411985,0.00149812734082397,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149812734082397,0.00149812734082397,0.0,0.0,0.000749063670411985,0.0,0.000749063670411985,0.0,0.00149812734082397,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00149812734082397,0.000749063670411985,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1101123595505618
Ceele_7,0.035955056179775284,0.02846441947565543,0.03445692883895131,0.029213483146067417,0.02696629213483146,0.017228464419475654,0.020224719101123594,0.020973782771535582,0.00149812734082397,0.0044943820224719105,0.012734082397003745,0.006741573033707865,0.0044943820224719105,0.0022471910112359553,0.003745318352059925,0.00299625468164794,0.00299625468164794,0.003745318352059925,0.00149812734082397,0.0,0.00299625468164794,0.00149812734082397,0.00149812734082397,0.0,0.00149812734082397,0.0,0.0,0.00149812734082397,0.0,0.000749063670411985,0.00149812734082397,0.00299625468164794,0.00149812734082397,0.0,0.0,0.00149812734082397,0.000749063670411985,0.00149812734082397,0.0,0.000749063670411985,0.0,0.00149812734082397,0.00149812734082397,0.0,0.000749063670411985,0.0,0.0,0.0,0.0022471910112359553,0.000749063670411985,0.00149812734082397,0.0,0.0,0.0,0.003745318352059925,0.000749063670411985,0.0022471910112359553,0.0,0.000749063670411985,0.00149812734082397,0.000749063670411985,0.00149812734082397,0.00149812734082397,0.0,0.0,0.0022471910112359553,0.00149812734082397,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.0022471910112359553,0.000749063670411985,0.0,0.00149812734082397,0.0,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.0,0.0,0.000749063670411985,0.0,0.0,0.000749063670411985,0.0,0.000749063670411985,0.000749063670411985,0.000749063670411985,0.0,0.0,0.000749063670411985,0.000749063670411985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31910112359550563
cuentos_1,0.0022371364653243847,0.0022371364653243847,0.0022371364653243847,0.0044742729306487695,0.011185682326621925,0.0,0.0,0.0044742729306487695,0.0022371364653243847,0.006711409395973154,0.0022371364653243847,0.006711409395973154,0.0022371364653243847,0.006711409395973154,0.0,0.0022371364653243847,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0022371364653243847,0.0,0.006711409395973154,0.0044742729306487695,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10067114093959731
cuentos_2,0.0044742729306487695,0.0044742729306487695,0.006711409395973154,0.0,0.0044742729306487695,0.0,0.006711409395973154,0.008948545861297539,0.006711409395973154,0.008948545861297539,0.0,0.011185682326621925,0.0044742729306487695,0.0,0.0,0.0,0.020134228187919462,0.0,0.0,0.0,0.006711409395973154,0.0022371364653243847,0.0022371364653243847,0.0022371364653243847,0.0,0.0022371364653243847,0.0,0.0022371364653243847,0.0044742729306487695,0.0044742729306487695,0.0022371364653243847,0.0022371364653243847,0.006711409395973154,0.0,0.0,0.0,0.008948545861297539,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0044742729306487695,0.0,0.0,0.006711409395973154,0.0,0.008948545861297539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0022371364653243847,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1767337807606264
cuentos_3,0.0044742729306487695,0.0044742729306487695,0.006711409395973154,0.0044742729306487695,0.0022371364653243847,0.0022371364653243847,0.011185682326621925,0.0044742729306487695,0.0022371364653243847,0.013422818791946308,0.0,0.0,0.006711409395973154,0.0044742729306487695,0.0,0.008948545861297539,0.0,0.0,0.008948545861297539,0.0022371364653243847,0.0022371364653243847,0.011185682326621925,0.0044742729306487695,0.0044742729306487695,0.0,0.0,0.0,0.0022371364653243847,0.0044742729306487695,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0022371364653243847,0.0022371364653243847,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0022371364653243847,0.0044742729306487695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0044742729306487695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006711409395973154,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.0022371364653243847,0.0022371364653243847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022371364653243847,0.16554809843400448
