,gran,chos,tros,bros,llas,chas,pren,llos,pron,tras,rron,dras,prar,tres,rros,dres,blan,fran,plan,tran,cris,bles,fres,fren,llen,prin,rres,char,bras,bres,llan,cruz,rras,tris,plar,lles,trar,blas,brir,chez,blar,gral,dros,plas,rrer,rrar,rran,truc,chel,gros,gris,glos,brin,glas,rrat,llar,chil,bren,chis,chan,pres,pras,ller,flor,rrez,pran,bran,crus,ches,chor,tren,gres,fron,gles,triz,gras,clan,llam,blos,chin,tron,cles,cran,glar,pris,brar,plir,cham,crip,brah,bril,rrir,tlal,flic,cros,dreq,gren,prir,tlan,gron,grel,drin,rren,bris,crir,kris,ndez,cher,blen,grus,llom,crib,clac,llon,fris,pral,drar,grap,tric,ples,llez,trom,drew,trol,blor,rrom,frir,preg,drid,clip,grar,frez,plen,frag,plos,brus,rrum,rroz,lluv,rral,rrol,grod,rror,dral,Total
Ceele_1,0.001967535661583866,0.0014756517461878996,0.000983767830791933,0.001967535661583866,0.001967535661583866,0.000983767830791933,0.0,0.001967535661583866,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.000983767830791933,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016232169208066895
Ceele_2,0.003443187407771766,0.003935071323167732,0.003935071323167732,0.000983767830791933,0.0014756517461878996,0.001967535661583866,0.002459419576979833,0.0004918839153959665,0.0,0.000983767830791933,0.002459419576979833,0.0014756517461878996,0.0004918839153959665,0.0,0.000983767830791933,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.000983767830791933,0.0,0.0004918839153959665,0.0,0.000983767830791933,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03541564190850959
Ceele_3,0.009837678307919331,0.009837678307919331,0.004426955238563699,0.0073782587309394985,0.0054107230693556324,0.0054107230693556324,0.003443187407771766,0.004918839153959666,0.0,0.001967535661583866,0.003443187407771766,0.001967535661583866,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.000983767830791933,0.0014756517461878996,0.0,0.0,0.0004918839153959665,0.0,0.000983767830791933,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0004918839153959665,0.0014756517461878996,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0014756517461878996,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014756517461878996,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.000983767830791933,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07820954254795869
Ceele_4,0.020659124446630595,0.018691588785046728,0.011805213969503197,0.016724053123462864,0.010821446138711265,0.011805213969503197,0.005902606984751598,0.010821446138711265,0.0004918839153959665,0.004426955238563699,0.003443187407771766,0.003935071323167732,0.003443187407771766,0.002951303492375799,0.004426955238563699,0.000983767830791933,0.0,0.001967535661583866,0.0004918839153959665,0.0014756517461878996,0.002459419576979833,0.0014756517461878996,0.001967535661583866,0.000983767830791933,0.000983767830791933,0.0,0.000983767830791933,0.0,0.0004918839153959665,0.0014756517461878996,0.001967535661583866,0.001967535661583866,0.0,0.0,0.0,0.001967535661583866,0.0014756517461878996,0.0004918839153959665,0.0,0.000983767830791933,0.000983767830791933,0.000983767830791933,0.000983767830791933,0.001967535661583866,0.0014756517461878996,0.0,0.000983767830791933,0.0,0.0014756517461878996,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.000983767830791933,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.1706837186424004
Ceele_5,0.0073782587309394985,0.004426955238563699,0.007870142646335464,0.006886374815543532,0.004426955238563699,0.011805213969503197,0.0054107230693556324,0.003443187407771766,0.0,0.0,0.0014756517461878996,0.002459419576979833,0.0,0.0014756517461878996,0.0014756517461878996,0.001967535661583866,0.0004918839153959665,0.000983767830791933,0.0004918839153959665,0.0,0.001967535661583866,0.0,0.0014756517461878996,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07427447122479094
Ceele_6,0.008853910477127398,0.008362026561731432,0.002951303492375799,0.0054107230693556324,0.004426955238563699,0.004918839153959666,0.003443187407771766,0.001967535661583866,0.000983767830791933,0.000983767830791933,0.004918839153959666,0.000983767830791933,0.0,0.000983767830791933,0.000983767830791933,0.0004918839153959665,0.0004918839153959665,0.0014756517461878996,0.0,0.0004918839153959665,0.0014756517461878996,0.0,0.002951303492375799,0.0,0.0,0.0,0.000983767830791933,0.0,0.0004918839153959665,0.000983767830791933,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0014756517461878996,0.0,0.0,0.0,0.0004918839153959665,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.000983767830791933,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.000983767830791933,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07230693556320708
Ceele_7,0.023610427939006393,0.018691588785046728,0.02262666010821446,0.019183472700442697,0.017707820954254796,0.01131333005410723,0.013280865715691098,0.013772749631087064,0.000983767830791933,0.002951303492375799,0.008362026561731432,0.004426955238563699,0.002951303492375799,0.0014756517461878996,0.002459419576979833,0.001967535661583866,0.001967535661583866,0.002459419576979833,0.000983767830791933,0.0,0.001967535661583866,0.000983767830791933,0.000983767830791933,0.0,0.000983767830791933,0.0,0.0,0.000983767830791933,0.0,0.0004918839153959665,0.000983767830791933,0.001967535661583866,0.000983767830791933,0.0,0.0,0.000983767830791933,0.0004918839153959665,0.000983767830791933,0.0,0.0004918839153959665,0.0,0.000983767830791933,0.000983767830791933,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0014756517461878996,0.0004918839153959665,0.000983767830791933,0.0,0.0,0.0,0.002459419576979833,0.0004918839153959665,0.0014756517461878996,0.0,0.0004918839153959665,0.000983767830791933,0.0004918839153959665,0.000983767830791933,0.000983767830791933,0.0,0.0,0.0014756517461878996,0.000983767830791933,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0014756517461878996,0.0004918839153959665,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20954254795868174
cuentos_1,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.000983767830791933,0.002459419576979833,0.0,0.0,0.000983767830791933,0.0004918839153959665,0.0014756517461878996,0.0004918839153959665,0.0014756517461878996,0.0004918839153959665,0.0014756517461878996,0.0,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0014756517461878996,0.000983767830791933,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.000983767830791933,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022134776192818496
cuentos_2,0.000983767830791933,0.000983767830791933,0.0014756517461878996,0.0,0.000983767830791933,0.0,0.0014756517461878996,0.001967535661583866,0.0014756517461878996,0.001967535661583866,0.0,0.002459419576979833,0.000983767830791933,0.0,0.0,0.0,0.004426955238563699,0.0,0.0,0.0,0.0014756517461878996,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.000983767830791933,0.000983767830791933,0.0004918839153959665,0.0004918839153959665,0.0014756517461878996,0.0,0.0,0.0,0.001967535661583866,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.000983767830791933,0.0,0.0,0.0014756517461878996,0.0,0.001967535661583866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03885882931628136
cuentos_3,0.000983767830791933,0.000983767830791933,0.0014756517461878996,0.000983767830791933,0.0004918839153959665,0.0004918839153959665,0.002459419576979833,0.000983767830791933,0.0004918839153959665,0.002951303492375799,0.0,0.0,0.0014756517461878996,0.000983767830791933,0.0,0.001967535661583866,0.0,0.0,0.001967535661583866,0.0004918839153959665,0.0004918839153959665,0.002459419576979833,0.000983767830791933,0.000983767830791933,0.0,0.0,0.0,0.0004918839153959665,0.000983767830791933,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.000983767830791933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014756517461878996,0.0,0.0,0.0,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.0004918839153959665,0.0004918839153959665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004918839153959665,0.03639940973930152
