,Level,Syllable,SyllableFrequency,Pattern,PatternFrequency,SyllableProbability,PatternProbability,TotalSyllables
4_mar,4,mar,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_cor,4,cor,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_dan,4,dan,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_yen,4,yen,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_gra,4,gra,2,CCV,538,0.00018011527377521613,0.048451008645533145,11104
4_brar,4,brar,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_por,4,por,80,CVC,1448,0.007204610951008645,0.1304034582132565,11104
4_te,4,te,116,CV,5507,0.010446685878962535,0.49594740634005763,11104
4_llen,4,llen,4,CCVC,67,0.00036023054755043225,0.006033861671469741,11104
4_cui,4,cui,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_jus,4,jus,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_ho,4,ho,6,CV,5507,0.0005403458213256485,0.49594740634005763,11104
4_coi,4,coi,4,CVV,861,0.00036023054755043225,0.07753962536023054,11104
4_al,4,al,63,VC,928,0.005673631123919308,0.08357348703170028,11104
4_mied,4,mied,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_mun,4,mun,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_tis,4,tis,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_nan,4,nan,12,CVC,1448,0.001080691642651297,0.1304034582132565,11104
4_juan,4,juan,8,CVVC,400,0.0007204610951008645,0.03602305475504323,11104
4_mor,4,mor,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_ge,4,ge,2,CV,5507,0.00018011527377521613,0.49594740634005763,11104
4_aun,4,aun,3,VVC,9,0.00027017291066282423,0.0008105187319884726,11104
4_sor,4,sor,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_cos,4,cos,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_dio,4,dio,25,CVV,861,0.0022514409221902018,0.07753962536023054,11104
4_gu,4,gu,8,CV,5507,0.0007204610951008645,0.49594740634005763,11104
4_dian,4,dian,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_do,4,do,337,CV,5507,0.03034942363112392,0.49594740634005763,11104
4_lu,4,lu,1,CV,5507,9.005763688760806e-05,0.49594740634005763,11104
4_gui,4,gui,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_gos,4,gos,7,CVC,1448,0.0006304034582132565,0.1304034582132565,11104
4_in,4,in,6,VC,928,0.0005403458213256485,0.08357348703170028,11104
4_ro,4,ro,114,CV,5507,0.01026657060518732,0.49594740634005763,11104
4_rio,4,rio,5,CVV,861,0.00045028818443804033,0.07753962536023054,11104
4_rec,4,rec,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_mio,4,mio,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_muh,4,muh,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_rai,4,rai,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_reir,4,reir,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_cien,4,cien,5,CVVC,400,0.00045028818443804033,0.03602305475504323,11104
4_pi,4,pi,12,CV,5507,0.001080691642651297,0.49594740634005763,11104
4_gia,4,gia,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_rrien,4,rrien,4,CCVVC,5,0.00036023054755043225,0.00045028818443804033,11104
4_pas,4,pas,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_mie,4,mie,11,CVV,861,0.0009906340057636888,0.07753962536023054,11104
4_blo,4,blo,5,CCV,538,0.00045028818443804033,0.048451008645533145,11104
4_can,4,can,8,CVC,1448,0.0007204610951008645,0.1304034582132565,11104
4_ni,4,ni,214,CV,5507,0.01927233429394813,0.49594740634005763,11104
4_tiem,4,tiem,2,CVVC,400,0.00018011527377521613,0.03602305475504323,11104
4_zi,4,zi,1,CV,5507,9.005763688760806e-05,0.49594740634005763,11104
4_li,4,li,15,CV,5507,0.001350864553314121,0.49594740634005763,11104
4_chi,4,chi,2,CCV,538,0.00018011527377521613,0.048451008645533145,11104
4_bio,4,bio,18,CVV,861,0.0016210374639769453,0.07753962536023054,11104
4_fuer,4,fuer,57,CVVC,400,0.00513328530259366,0.03602305475504323,11104
4_an,4,an,11,VC,928,0.0009906340057636888,0.08357348703170028,11104
4_ten,4,ten,21,CVC,1448,0.0018912103746397695,0.1304034582132565,11104
4_hai,4,hai,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_con,4,con,91,CVC,1448,0.008195244956772334,0.1304034582132565,11104
4_brus,4,brus,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_his,4,his,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_mir,4,mir,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_pri,4,pri,1,CCV,538,9.005763688760806e-05,0.048451008645533145,11104
4_bian,4,bian,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_bue,4,bue,7,CVV,861,0.0006304034582132565,0.07753962536023054,11104
4_un,4,un,185,VC,928,0.016660662824207494,0.08357348703170028,11104
4_zo,4,zo,38,CV,5507,0.003422190201729107,0.49594740634005763,11104
4_man,4,man,13,CVC,1448,0.0011707492795389048,0.1304034582132565,11104
4_vio,4,vio,46,CVV,861,0.004142651296829971,0.07753962536023054,11104
4_ai,4,ai,58,VV,74,0.005223342939481268,0.006664265129682997,11104
4_fran,4,fran,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_sia,4,sia,3,CVV,861,0.00027017291066282423,0.07753962536023054,11104
4_co,4,co,90,CV,5507,0.008105187319884726,0.49594740634005763,11104
4_ga,4,ga,20,CV,5507,0.0018011527377521613,0.49594740634005763,11104
4_er,4,er,6,VC,928,0.0005403458213256485,0.08357348703170028,11104
4_ins,4,ins,1,VCC,1,9.005763688760806e-05,9.005763688760806e-05,11104
4_lien,4,lien,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_blan,4,blan,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_sio,4,sio,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_nes,4,nes,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_sol,4,sol,14,CVC,1448,0.001260806916426513,0.1304034582132565,11104
4_dia,4,dia,47,CVV,861,0.004232708933717579,0.07753962536023054,11104
4_lle,4,lle,100,CCV,538,0.009005763688760807,0.048451008645533145,11104
4_jo,4,jo,78,CV,5507,0.0070244956772334294,0.49594740634005763,11104
4_fer,4,fer,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_der,4,der,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_rre,4,rre,8,CCV,538,0.0007204610951008645,0.048451008645533145,11104
4_ciu,4,ciu,4,CVV,861,0.00036023054755043225,0.07753962536023054,11104
4_die,4,die,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_mon,4,mon,37,CVC,1448,0.0033321325648414985,0.1304034582132565,11104
4_gas,4,gas,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_vian,4,vian,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_fin,4,fin,19,CVC,1448,0.0017110951008645534,0.1304034582132565,11104
4_pron,4,pron,17,CCVC,67,0.0015309798270893371,0.006033861671469741,11104
4_chan,4,chan,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_dos,4,dos,10,CVC,1448,0.0009005763688760807,0.1304034582132565,11104
4_ar,4,ar,26,VC,928,0.0023414985590778097,0.08357348703170028,11104
4_bo,4,bo,47,CV,5507,0.004232708933717579,0.49594740634005763,11104
4_de,4,de,180,CV,5507,0.016210374639769452,0.49594740634005763,11104
4_po,4,po,33,CV,5507,0.0029719020172910664,0.49594740634005763,11104
4_lla,4,lla,72,CCV,538,0.006484149855907781,0.048451008645533145,11104
4_nia,4,nia,12,CVV,861,0.001080691642651297,0.07753962536023054,11104
4_ce,4,ce,4,CV,5507,0.00036023054755043225,0.49594740634005763,11104
4_mis,4,mis,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_y,4,y,590,V,1240,0.05313400576368876,0.11167146974063401,11104
4_che,4,che,3,CCV,538,0.00027017291066282423,0.048451008645533145,11104
4_au,4,au,7,VV,74,0.0006304034582132565,0.006664265129682997,11104
4_hi,4,hi,18,CV,5507,0.0016210374639769453,0.49594740634005763,11104
4_pe,4,pe,162,CV,5507,0.014589337175792506,0.49594740634005763,11104
4_jua,4,jua,23,CVV,861,0.0020713256484149855,0.07753962536023054,11104
4_di,4,di,29,CV,5507,0.002611671469740634,0.49594740634005763,11104
4_rra,4,rra,5,CCV,538,0.00045028818443804033,0.048451008645533145,11104
4_pie,4,pie,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_sal,4,sal,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_men,4,men,24,CVC,1448,0.002161383285302594,0.1304034582132565,11104
4_tos,4,tos,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_blar,4,blar,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_til,4,til,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_car,4,car,6,CVC,1448,0.0005403458213256485,0.1304034582132565,11104
4_par,4,par,10,CVC,1448,0.0009005763688760807,0.1304034582132565,11104
4_tin,4,tin,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_pre,4,pre,16,CCV,538,0.001440922190201729,0.048451008645533145,11104
4_cuen,4,cuen,4,CVVC,400,0.00036023054755043225,0.03602305475504323,11104
4_cua,4,cua,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_los,4,los,15,CVC,1448,0.001350864553314121,0.1304034582132565,11104
4_pier,4,pier,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_dad,4,dad,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_ne,4,ne,3,CV,5507,0.00027017291066282423,0.49594740634005763,11104
4_ba,4,ba,234,CV,5507,0.021073487031700287,0.49594740634005763,11104
4_prar,4,prar,3,CCVC,67,0.00027017291066282423,0.006033861671469741,11104
4_volv,4,volv,1,CVCC,1,9.005763688760806e-05,9.005763688760806e-05,11104
4_gue,4,gue,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_si,4,si,27,CV,5507,0.002431556195965418,0.49594740634005763,11104
4_pio,4,pio,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_som,4,som,39,CVC,1448,0.0035122478386167147,0.1304034582132565,11104
4_suer,4,suer,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_gi,4,gi,2,CV,5507,0.00018011527377521613,0.49594740634005763,11104
4_no,4,no,273,CV,5507,0.024585734870317004,0.49594740634005763,11104
4_lue,4,lue,16,CVV,861,0.001440922190201729,0.07753962536023054,11104
4_bien,4,bien,25,CVVC,400,0.0022514409221902018,0.03602305475504323,11104
4_nu,4,nu,22,CV,5507,0.0019812680115273776,0.49594740634005763,11104
4_dien,4,dien,4,CVVC,400,0.00036023054755043225,0.03602305475504323,11104
4_cio,4,cio,5,CVV,861,0.00045028818443804033,0.07753962536023054,11104
4_yal,4,yal,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_bi,4,bi,6,CV,5507,0.0005403458213256485,0.49594740634005763,11104
4_dias,4,dias,2,CVVC,400,0.00018011527377521613,0.03602305475504323,11104
4_io,4,io,2,VV,74,0.00018011527377521613,0.006664265129682997,11104
4_u,4,u,124,V,1240,0.0111671469740634,0.11167146974063401,11104
4_pues,4,pues,36,CVVC,400,0.0032420749279538905,0.03602305475504323,11104
4_vie,4,vie,7,CVV,861,0.0006304034582132565,0.07753962536023054,11104
4_quie,4,quie,2,CCVV,20,0.00018011527377521613,0.0018011527377521613,11104
4_liz,4,liz,18,CVC,1448,0.0016210374639769453,0.1304034582132565,11104
4_ca,4,ca,149,CV,5507,0.013418587896253602,0.49594740634005763,11104
4_yel,4,yel,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_sin,4,sin,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_nie,4,nie,6,CVV,861,0.0005403458213256485,0.07753962536023054,11104
4_char,4,char,2,CCVC,67,0.00018011527377521613,0.006033861671469741,11104
4_les,4,les,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_gan,4,gan,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_dar,4,dar,8,CVC,1448,0.0007204610951008645,0.1304034582132565,11104
4_cer,4,cer,9,CVC,1448,0.0008105187319884726,0.1304034582132565,11104
4_que,4,que,224,CVV,861,0.020172910662824207,0.07753962536023054,11104
4_prin,4,prin,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_ul,4,ul,1,VC,928,9.005763688760806e-05,0.08357348703170028,11104
4_nun,4,nun,6,CVC,1448,0.0005403458213256485,0.1304034582132565,11104
4_ses,4,ses,14,CVC,1448,0.001260806916426513,0.1304034582132565,11104
4_en,4,en,121,VC,928,0.010896974063400577,0.08357348703170028,11104
4_brio,4,brio,2,CCVV,20,0.00018011527377521613,0.0018011527377521613,11104
4_bra,4,bra,4,CCV,538,0.00036023054755043225,0.048451008645533145,11104
4_je,4,je,4,CV,5507,0.00036023054755043225,0.49594740634005763,11104
4_la,4,la,99,CV,5507,0.008915706051873199,0.49594740634005763,11104
4_dres,4,dres,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_rrio,4,rrio,2,CCVV,20,0.00018011527377521613,0.0018011527377521613,11104
4_tran,4,tran,2,CCVC,67,0.00018011527377521613,0.006033861671469741,11104
4_ia,4,ia,5,VV,74,0.00045028818443804033,0.006664265129682997,11104
4_or,4,or,3,VC,928,0.00027017291066282423,0.08357348703170028,11104
4_sian,4,sian,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_gro,4,gro,3,CCV,538,0.00027017291066282423,0.048451008645533145,11104
4_cep,4,cep,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_nal,4,nal,7,CVC,1448,0.0006304034582132565,0.1304034582132565,11104
4_sei,4,sei,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_gun,4,gun,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_el,4,el,289,VC,928,0.02602665706051873,0.08357348703170028,11104
4_tro,4,tro,15,CCV,538,0.001350864553314121,0.048451008645533145,11104
4_cin,4,cin,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_mu,4,mu,121,CV,5507,0.010896974063400577,0.49594740634005763,11104
4_ran,4,ran,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_vin,4,vin,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_air,4,air,2,VVC,9,0.00018011527377521613,0.0008105187319884726,11104
4_im,4,im,3,VC,928,0.00027017291066282423,0.08357348703170028,11104
4_tem,4,tem,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_pun,4,pun,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_ha,4,ha,110,CV,5507,0.009906340057636888,0.49594740634005763,11104
4_fa,4,fa,9,CV,5507,0.0008105187319884726,0.49594740634005763,11104
4_lan,4,lan,27,CVC,1448,0.002431556195965418,0.1304034582132565,11104
4_chas,4,chas,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_da,4,da,43,CV,5507,0.003872478386167147,0.49594740634005763,11104
4_so,4,so,125,CV,5507,0.011257204610951008,0.49594740634005763,11104
4_ter,4,ter,6,CVC,1448,0.0005403458213256485,0.1304034582132565,11104
4_to,4,to,273,CV,5507,0.024585734870317004,0.49594740634005763,11104
4_gar,4,gar,21,CVC,1448,0.0018912103746397695,0.1304034582132565,11104
4_vol,4,vol,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_tor,4,tor,19,CVC,1448,0.0017110951008645534,0.1304034582132565,11104
4_ven,4,ven,7,CVC,1448,0.0006304034582132565,0.1304034582132565,11104
4_res,4,res,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_lio,4,lio,59,CVV,861,0.0053134005763688765,0.07753962536023054,11104
4_lis,4,lis,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_nas,4,nas,35,CVC,1448,0.0031520172910662826,0.1304034582132565,11104
4_ti,4,ti,12,CV,5507,0.001080691642651297,0.49594740634005763,11104
4_rrar,4,rrar,2,CCVC,67,0.00018011527377521613,0.006033861671469741,11104
4_ciem,4,ciem,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_a,4,a,398,V,1240,0.03584293948126801,0.11167146974063401,11104
4_tris,4,tris,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_pu,4,pu,27,CV,5507,0.002431556195965418,0.49594740634005763,11104
4_com,4,com,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_gus,4,gus,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_ien,4,ien,4,VVC,9,0.00036023054755043225,0.0008105187319884726,11104
4_voy,4,voy,3,CVV,861,0.00027017291066282423,0.07753962536023054,11104
4_he,4,he,1,CV,5507,9.005763688760806e-05,0.49594740634005763,11104
4_ser,4,ser,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_cre,4,cre,4,CCV,538,0.00036023054755043225,0.048451008645533145,11104
4_gri,4,gri,12,CCV,538,0.001080691642651297,0.048451008645533145,11104
4_tus,4,tus,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_niel,4,niel,4,CVVC,400,0.00036023054755043225,0.03602305475504323,11104
4_sen,4,sen,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_ces,4,ces,34,CVC,1448,0.0030619596541786743,0.1304034582132565,11104
4_oc,4,oc,1,VC,928,9.005763688760806e-05,0.08357348703170028,11104
4_llo,4,llo,81,CCV,538,0.007294668587896253,0.048451008645533145,11104
4_vuel,4,vuel,3,CVVC,400,0.00027017291066282423,0.03602305475504323,11104
4_es,4,es,140,VC,928,0.01260806916426513,0.08357348703170028,11104
4_gran,4,gran,3,CCVC,67,0.00027017291066282423,0.006033861671469741,11104
4_bar,4,bar,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_go,4,go,53,CV,5507,0.004773054755043227,0.49594740634005763,11104
4_rras,4,rras,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_vez,4,vez,56,CVC,1448,0.005043227665706052,0.1304034582132565,11104
4_ris,4,ris,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_bia,4,bia,74,CVV,861,0.006664265129682997,0.07753962536023054,11104
4_llas,4,llas,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_ra,4,ra,147,CV,5507,0.013238472622478386,0.49594740634005763,11104
4_dor,4,dor,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_mer,4,mer,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_min,4,min,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_vir,4,vir,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_jar,4,jar,11,CVC,1448,0.0009906340057636888,0.1304034582132565,11104
4_ble,4,ble,4,CCV,538,0.00036023054755043225,0.048451008645533145,11104
4_cez,4,cez,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_ques,4,ques,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_nir,4,nir,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_ron,4,ron,18,CVC,1448,0.0016210374639769453,0.1304034582132565,11104
4_glo,4,glo,1,CCV,538,9.005763688760806e-05,0.048451008645533145,11104
4_yo,4,yo,15,CV,5507,0.001350864553314121,0.49594740634005763,11104
4_puer,4,puer,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_cai,4,cai,1,CVV,861,9.005763688760806e-05,0.07753962536023054,11104
4_em,4,em,48,VC,928,0.004322766570605188,0.08357348703170028,11104
4_sien,4,sien,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_brir,4,brir,2,CCVC,67,0.00018011527377521613,0.006033861671469741,11104
4_lo,4,lo,160,CV,5507,0.01440922190201729,0.49594740634005763,11104
4_jos,4,jos,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
4_re,4,re,87,CV,5507,0.007835014409221902,0.49594740634005763,11104
4_fue,4,fue,71,CVV,861,0.006394092219020173,0.07753962536023054,11104
4_ria,4,ria,15,CVV,861,0.001350864553314121,0.07753962536023054,11104
4_tar,4,tar,19,CVC,1448,0.0017110951008645534,0.1304034582132565,11104
4_vo,4,vo,100,CV,5507,0.009005763688760807,0.49594740634005763,11104
4_ex,4,ex,1,VC,928,9.005763688760806e-05,0.08357348703170028,11104
4_bol,4,bol,17,CVC,1448,0.0015309798270893371,0.1304034582132565,11104
4_cia,4,cia,18,CVV,861,0.0016210374639769453,0.07753962536023054,11104
4_tio,4,tio,11,CVV,861,0.0009906340057636888,0.07753962536023054,11104
4_sar,4,sar,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_flo,4,flo,3,CCV,538,0.00027017291066282423,0.048451008645533145,11104
4_cho,4,cho,37,CCV,538,0.0033321325648414985,0.048451008645533145,11104
4_lles,4,lles,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_d,4,d,1,C,5,9.005763688760806e-05,0.00045028818443804033,11104
4_pul,4,pul,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_cis,4,cis,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_pres,4,pres,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_vien,4,vien,121,CVVC,400,0.010896974063400577,0.03602305475504323,11104
4_bla,4,bla,3,CCV,538,0.00027017291066282423,0.048451008645533145,11104
4_fren,4,fren,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_pai,4,pai,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_dre,4,dre,6,CCV,538,0.0005403458213256485,0.048451008645533145,11104
4_pos,4,pos,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_sie,4,sie,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_lor,4,lor,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_ja,4,ja,14,CV,5507,0.001260806916426513,0.49594740634005763,11104
4_tra,4,tra,7,CCV,538,0.0006304034582132565,0.048451008645533145,11104
4_tal,4,tal,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_bre,4,bre,2,CCV,538,0.00018011527377521613,0.048451008645533145,11104
4_ta,4,ta,254,CV,5507,0.02287463976945245,0.49594740634005763,11104
4_nor,4,nor,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_var,4,var,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_sos,4,sos,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_ri,4,ri,9,CV,5507,0.0008105187319884726,0.49594740634005763,11104
4_din,4,din,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_tien,4,tien,6,CVVC,400,0.0005403458213256485,0.03602305475504323,11104
4_plo,4,plo,9,CCV,538,0.0008105187319884726,0.048451008645533145,11104
4_nos,4,nos,6,CVC,1448,0.0005403458213256485,0.1304034582132565,11104
4_e,4,e,56,V,1240,0.005043227665706052,0.11167146974063401,11104
4_tes,4,tes,2,CVC,1448,0.00018011527377521613,0.1304034582132565,11104
4_don,4,don,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_llue,4,llue,4,CCVV,20,0.00036023054755043225,0.0018011527377521613,11104
4_rar,4,rar,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_hos,4,hos,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_cue,4,cue,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_cun,4,cun,1,CVC,1448,9.005763688760806e-05,0.1304034582132565,11104
4_ma,4,ma,139,CV,5507,0.012518011527377521,0.49594740634005763,11104
4_bus,4,bus,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_llan,4,llan,2,CCVC,67,0.00018011527377521613,0.006033861671469741,11104
4_luis,4,luis,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_rro,4,rro,7,CCV,538,0.0006304034582132565,0.048451008645533145,11104
4_del,4,del,17,CVC,1448,0.0015309798270893371,0.1304034582132565,11104
4_cay,4,cay,2,CVV,861,0.00018011527377521613,0.07753962536023054,11104
4_bir,4,bir,4,CVC,1448,0.00036023054755043225,0.1304034582132565,11104
4_rian,4,rian,1,CVVC,400,9.005763688760806e-05,0.03602305475504323,11104
4_o,4,o,22,V,1240,0.0019812680115273776,0.11167146974063401,11104
4_das,4,das,3,CVC,1448,0.00027017291066282423,0.1304034582132565,11104
4_chos,4,chos,1,CCVC,67,9.005763688760806e-05,0.006033861671469741,11104
4_du,4,du,2,CV,5507,0.00018011527377521613,0.49594740634005763,11104
4_ir,4,ir,8,VC,928,0.0007204610951008645,0.08357348703170028,11104
4_bria,4,bria,2,CCVV,20,0.00018011527377521613,0.0018011527377521613,11104
4_friar,4,friar,1,CCVVC,5,9.005763688760806e-05,0.00045028818443804033,11104
4_jan,4,jan,13,CVC,1448,0.0011707492795389048,0.1304034582132565,11104
4_ci,4,ci,10,CV,5507,0.0009005763688760807,0.49594740634005763,11104
4_fe,4,fe,25,CV,5507,0.0022514409221902018,0.49594740634005763,11104
4_be,4,be,9,CV,5507,0.0008105187319884726,0.49594740634005763,11104
4_lir,4,lir,10,CVC,1448,0.0009005763688760807,0.1304034582132565,11104
4_las,4,las,39,CVC,1448,0.0035122478386167147,0.1304034582132565,11104
4_sas,4,sas,5,CVC,1448,0.00045028818443804033,0.1304034582132565,11104
5_ve,5,ve,8,CV,2261,0.001745962461807071,0.4934526407682235,4582
5_duar,5,duar,1,CVVC,187,0.00021824530772588389,0.04081187254474029,4582
5_ner,5,ner,1,CVC,569,0.00021824530772588389,0.12418158009602794,4582
5_gua,5,gua,5,CVV,349,0.0010912265386294195,0.07616761239633348,4582
5_tum,5,tum,1,CVC,569,0.00021824530772588389,0.12418158009602794,4582
5_va,5,va,30,CV,2261,0.006547359231776516,0.4934526407682235,4582
5_tie,5,tie,4,CVV,349,0.0008729812309035355,0.07616761239633348,4582
5_rros,5,rros,1,CCVC,37,0.00021824530772588389,0.008075076385857704,4582
5_van,5,van,3,CVC,569,0.0006547359231776517,0.12418158009602794,4582
5_mi,5,mi,12,CV,2261,0.0026189436927106066,0.4934526407682235,4582
5_na,5,na,46,CV,2261,0.01003928415539066,0.4934526407682235,4582
5_tre,5,tre,3,CCV,222,0.0006547359231776517,0.04845045831514622,4582
5_cias,5,cias,1,CVVC,187,0.00021824530772588389,0.04081187254474029,4582
5_cal,5,cal,3,CVC,569,0.0006547359231776517,0.12418158009602794,4582
5_pen,5,pen,7,CVC,569,0.0015277171540811873,0.12418158009602794,4582
5_rom,5,rom,1,CVC,569,0.00021824530772588389,0.12418158009602794,4582
5_cam,5,cam,1,CVC,569,0.00021824530772588389,0.12418158009602794,4582
5_ye,5,ye,6,CV,2261,0.0013094718463553033,0.4934526407682235,4582
5_llu,5,llu,18,CCV,222,0.00392841553906591,0.04845045831514622,4582
5_yu,5,yu,2,CV,2261,0.00043649061545176777,0.4934526407682235,4582
5_as,5,as,16,VC,387,0.003491924923614142,0.08446093408991706,4582
